Epoch,Train Error,Test Error
348,0.123,0.136
349,0.128,0.151
350,0.141,0.14
351,0.142,0.144
352,0.14,0.172
353,0.137,0.16
354,0.122,0.111
355,0.154,0.147
356,0.131,0.144
357,0.118,0.129
358,0.125,0.143
359,0.152,0.164
360,0.151,0.142
361,0.115,0.122
362,0.152,0.166
363,0.137,0.152
364,0.117,0.13
365,0.125,0.157
366,0.116,0.132
367,0.136,0.139
368,0.163,0.175
369,0.154,0.153
370,0.129,0.136
371,0.179,0.182
372,0.145,0.153
373,0.15,0.16
374,0.132,0.149
375,0.132,0.175
376,0.155,0.159
377,0.142,0.135
378,0.136,0.151
379,0.132,0.137
380,0.113,0.149
381,0.146,0.169
382,0.131,0.156
383,0.138,0.14
384,0.124,0.129
385,0.133,0.151
386,0.133,0.147
387,0.123,0.136
388,0.125,0.121
389,0.105,0.126
390,0.156,0.167
391,0.137,0.146
392,0.151,0.17
393,0.12,0.132
394,0.118,0.128
395,0.137,0.162
396,0.146,0.17
397,0.149,0.145
398,0.125,0.125
399,0.123,0.136
400,0.128,0.138
401,0.124,0.135
402,0.156,0.164
403,0.138,0.157
404,0.148,0.17
405,0.133,0.144
406,0.132,0.157
407,0.149,0.147
408,0.12,0.147
409,0.122,0.139
410,0.129,0.148
411,0.136,0.138
412,0.129,0.139
413,0.125,0.143
414,0.176,0.168
415,0.133,0.135
416,0.115,0.12
417,0.138,0.148
418,0.116,0.133
419,0.114,0.145
420,0.135,0.159
421,0.12,0.129
422,0.129,0.133
423,0.144,0.158
424,0.146,0.161
425,0.124,0.134
426,0.118,0.127
427,0.131,0.133
428,0.134,0.154
429,0.125,0.155
430,0.15,0.183
431,0.128,0.148
432,0.15,0.159
433,0.14,0.178
434,0.13,0.126
435,0.123,0.138
436,0.141,0.151
437,0.159,0.177
438,0.145,0.137
439,0.134,0.15
440,0.137,0.143
441,0.109,0.132
442,0.135,0.152
443,0.134,0.152
444,0.138,0.145
445,0.136,0.143
446,0.125,0.151
447,0.132,0.136
448,0.133,0.142
449,0.13,0.142
450,0.138,0.157
451,0.157,0.14
452,0.115,0.138
453,0.117,0.13
454,0.165,0.159
455,0.151,0.148
456,0.135,0.147
457,0.131,0.147
458,0.148,0.144
459,0.135,0.143
460,0.123,0.143
461,0.145,0.158
462,0.14,0.173
463,0.12,0.139
464,0.138,0.15
465,0.135,0.18
466,0.129,0.139
467,0.142,0.167
468,0.138,0.157
469,0.14,0.18
470,0.154,0.179
471,0.128,0.132
472,0.131,0.14
473,0.156,0.167
474,0.156,0.168
475,0.151,0.15
476,0.136,0.144
477,0.125,0.143
478,0.112,0.14
479,0.134,0.146
480,0.157,0.154
481,0.139,0.152
482,0.137,0.135
483,0.157,0.171
484,0.156,0.158
485,0.134,0.152
486,0.152,0.156
487,0.13,0.15
488,0.174,0.188
489,0.135,0.168
490,0.139,0.148
491,0.143,0.145
492,0.131,0.133
493,0.14,0.167
494,0.143,0.149
495,0.134,0.14
496,0.134,0.144
497,0.117,0.15
498,0.134,0.129
499,0.12,0.132
500,0.125,0.125
501,0.15,0.182
502,0.136,0.151
503,0.129,0.148
504,0.156,0.172
505,0.133,0.149
506,0.152,0.172
507,0.146,0.134
508,0.129,0.152
509,0.125,0.153
510,0.137,0.138
511,0.141,0.139
512,0.128,0.152
513,0.122,0.154
514,0.138,0.161
515,0.133,0.156
516,0.151,0.15
517,0.131,0.151
518,0.147,0.17
519,0.132,0.15
520,0.158,0.169
521,0.142,0.161
522,0.13,0.141
523,0.136,0.168
524,0.146,0.148
525,0.133,0.125
526,0.141,0.159
527,0.117,0.128
528,0.133,0.145
529,0.126,0.149
530,0.145,0.15
531,0.127,0.139
532,0.182,0.212
533,0.137,0.139
534,0.141,0.155
535,0.118,0.137
536,0.132,0.152
537,0.123,0.126
538,0.118,0.133
539,0.145,0.171
540,0.119,0.132
541,0.123,0.12
542,0.181,0.182
543,0.122,0.158
544,0.135,0.139
545,0.116,0.135
546,0.144,0.147
547,0.147,0.172
548,0.146,0.152
549,0.124,0.132
550,0.132,0.161
551,0.137,0.136
552,0.151,0.167
553,0.168,0.187
554,0.155,0.178
555,0.137,0.161
556,0.124,0.146
557,0.139,0.157
558,0.132,0.148
559,0.111,0.12
560,0.159,0.165
561,0.175,0.178
562,0.125,0.132
563,0.128,0.144
564,0.136,0.155
565,0.162,0.18
566,0.139,0.141
567,0.147,0.149
568,0.124,0.137
569,0.132,0.128
570,0.139,0.167
571,0.15,0.176
572,0.165,0.186
573,0.14,0.153
574,0.143,0.137
575,0.126,0.16
576,0.158,0.17
577,0.11,0.102
578,0.161,0.174
579,0.141,0.15
580,0.129,0.143
581,0.146,0.148
582,0.13,0.146
583,0.162,0.181
584,0.151,0.153
585,0.119,0.126
586,0.141,0.158
587,0.131,0.126
588,0.139,0.157
589,0.155,0.178
590,0.127,0.129
591,0.172,0.178
592,0.145,0.145
593,0.121,0.136
594,0.13,0.164
595,0.116,0.141
596,0.137,0.157
597,0.121,0.119
598,0.159,0.188
599,0.124,0.144
600,0.124,0.128
601,0.142,0.157
602,0.128,0.146
603,0.139,0.144
604,0.163,0.171
605,0.12,0.124
606,0.134,0.145
607,0.13,0.157
608,0.136,0.141
609,0.136,0.144
610,0.132,0.147
611,0.131,0.148
612,0.164,0.174
613,0.151,0.16
614,0.137,0.159
615,0.116,0.121
616,0.137,0.162
617,0.119,0.13
618,0.136,0.155
619,0.142,0.154
620,0.132,0.136
621,0.176,0.206
622,0.14,0.143
623,0.117,0.136
624,0.13,0.148
625,0.139,0.154
626,0.121,0.123
627,0.128,0.127
628,0.129,0.134
629,0.137,0.168
630,0.112,0.119
631,0.132,0.129
632,0.149,0.167
633,0.136,0.139
634,0.128,0.144
635,0.141,0.136
636,0.141,0.148
637,0.143,0.162
638,0.121,0.127
639,0.117,0.14
640,0.128,0.157
641,0.134,0.139
642,0.126,0.124
643,0.154,0.163
644,0.141,0.138
645,0.129,0.152
646,0.129,0.151
647,0.137,0.156
648,0.121,0.136
649,0.138,0.14
650,0.148,0.162
651,0.13,0.146
652,0.122,0.121
653,0.126,0.168
654,0.125,0.12
655,0.113,0.14
656,0.172,0.199
657,0.131,0.131
658,0.142,0.16
659,0.134,0.151
660,0.13,0.129
661,0.147,0.148
662,0.125,0.148
663,0.124,0.135
664,0.138,0.136
665,0.127,0.143
666,0.137,0.131
667,0.113,0.115
668,0.136,0.147
669,0.122,0.123
670,0.173,0.173
671,0.132,0.139
672,0.168,0.186
673,0.174,0.164
674,0.16,0.166
675,0.131,0.134
676,0.135,0.164
677,0.135,0.134
678,0.128,0.141
679,0.136,0.134
680,0.137,0.149
681,0.176,0.219
682,0.135,0.14
683,0.145,0.135
684,0.129,0.123
685,0.167,0.181
686,0.13,0.133
687,0.142,0.153
688,0.132,0.153
689,0.158,0.171
690,0.131,0.163
691,0.143,0.151
692,0.141,0.155
693,0.144,0.146
694,0.144,0.162
695,0.143,0.187
696,0.161,0.15
697,0.139,0.137
698,0.181,0.162
699,0.145,0.159
700,0.151,0.152
701,0.141,0.143
702,0.118,0.141
703,0.152,0.174
704,0.135,0.154
705,0.134,0.142
706,0.14,0.158
707,0.145,0.139
708,0.133,0.124
709,0.147,0.172
710,0.14,0.139
711,0.124,0.142
712,0.14,0.146
713,0.154,0.172
714,0.153,0.185
715,0.127,0.145
716,0.135,0.145
717,0.121,0.133
718,0.118,0.132
719,0.138,0.161
720,0.138,0.16
721,0.137,0.16
722,0.119,0.127
723,0.143,0.152
724,0.132,0.149
725,0.135,0.151
726,0.145,0.134
727,0.147,0.122
728,0.123,0.134
729,0.119,0.147
730,0.144,0.15
731,0.16,0.174
732,0.128,0.138
733,0.131,0.12
734,0.134,0.143
735,0.129,0.154
736,0.126,0.129
737,0.128,0.159
738,0.112,0.122
739,0.145,0.163
740,0.136,0.157
741,0.138,0.144
742,0.125,0.121
743,0.115,0.119
744,0.142,0.151
745,0.134,0.168
746,0.14,0.147
747,0.166,0.162
748,0.135,0.162
749,0.151,0.155
750,0.12,0.167
751,0.15,0.132
752,0.125,0.128
753,0.141,0.139
754,0.156,0.153
755,0.12,0.127
756,0.156,0.162
757,0.123,0.13
758,0.144,0.147
759,0.158,0.155
760,0.139,0.159
761,0.168,0.187
762,0.145,0.15
763,0.149,0.183
764,0.138,0.145
765,0.151,0.145
766,0.151,0.148
767,0.143,0.156
768,0.145,0.148
769,0.138,0.172
770,0.121,0.135
771,0.164,0.175
772,0.135,0.15
773,0.135,0.146
774,0.16,0.152
775,0.16,0.168
776,0.157,0.161
777,0.126,0.158
778,0.143,0.141
779,0.12,0.143
780,0.139,0.137
781,0.163,0.178
782,0.134,0.151
783,0.131,0.142
784,0.159,0.161
785,0.138,0.139
786,0.122,0.138
787,0.127,0.158
788,0.158,0.174
789,0.158,0.177
790,0.131,0.145
791,0.143,0.144
792,0.138,0.137
793,0.141,0.163
794,0.137,0.136
795,0.139,0.159
796,0.138,0.125
797,0.156,0.188
798,0.163,0.184
799,0.133,0.139
800,0.172,0.177
801,0.124,0.144
802,0.155,0.157
803,0.14,0.147
804,0.142,0.163
805,0.139,0.139
806,0.121,0.107
807,0.164,0.148
808,0.14,0.144
809,0.164,0.166
810,0.14,0.166
811,0.154,0.158
812,0.153,0.162
813,0.154,0.148
814,0.133,0.153
815,0.12,0.121
816,0.14,0.144
817,0.159,0.159
818,0.135,0.145
819,0.138,0.168
820,0.127,0.14
821,0.135,0.148
822,0.15,0.176
823,0.137,0.14
824,0.163,0.181
825,0.123,0.141
826,0.137,0.166
827,0.141,0.142
828,0.143,0.154
829,0.17,0.143
830,0.119,0.128
831,0.146,0.149
832,0.124,0.115
833,0.149,0.167
834,0.131,0.149
835,0.156,0.157
836,0.122,0.119
837,0.128,0.143
838,0.156,0.166
839,0.149,0.154
840,0.16,0.178
841,0.136,0.149
842,0.174,0.188
843,0.117,0.136
844,0.172,0.197
845,0.124,0.131
846,0.13,0.132
847,0.131,0.138
848,0.122,0.154
849,0.146,0.141
850,0.151,0.143
851,0.146,0.159
852,0.134,0.156
853,0.139,0.149
854,0.138,0.146
855,0.123,0.149
856,0.127,0.128
857,0.133,0.15
858,0.14,0.15
859,0.112,0.128
860,0.144,0.141
861,0.127,0.154
862,0.11,0.135
863,0.144,0.156
864,0.144,0.152
865,0.142,0.152
866,0.141,0.16
867,0.137,0.135
868,0.134,0.132
869,0.137,0.141
870,0.184,0.186
871,0.137,0.161
872,0.153,0.158
873,0.132,0.132
874,0.137,0.16
875,0.158,0.18
876,0.13,0.154
877,0.123,0.129
878,0.13,0.143
879,0.134,0.137
880,0.126,0.137
881,0.117,0.12
882,0.135,0.144
883,0.135,0.164
884,0.14,0.159
885,0.144,0.133
886,0.14,0.153
887,0.148,0.17
888,0.146,0.145
889,0.139,0.148
890,0.15,0.155
891,0.146,0.159
892,0.138,0.139
893,0.12,0.112
894,0.126,0.126
895,0.152,0.159
896,0.131,0.141
897,0.131,0.135
898,0.154,0.149
899,0.149,0.149
900,0.134,0.155
901,0.147,0.157
902,0.133,0.126
903,0.133,0.142
904,0.163,0.187
905,0.149,0.165
906,0.12,0.138
907,0.153,0.155
908,0.141,0.144
909,0.123,0.11
910,0.129,0.14
911,0.12,0.126
912,0.16,0.171
913,0.122,0.115
914,0.136,0.137
915,0.156,0.168
916,0.123,0.142
917,0.145,0.175
918,0.155,0.18
919,0.145,0.168
920,0.131,0.131
921,0.145,0.164
922,0.166,0.164
923,0.145,0.167
924,0.147,0.169
925,0.144,0.162
926,0.153,0.152
927,0.121,0.122
928,0.131,0.153
929,0.144,0.153
930,0.137,0.135
931,0.154,0.183
932,0.121,0.147
933,0.138,0.146
934,0.122,0.142
935,0.155,0.131
936,0.123,0.112
937,0.167,0.205
938,0.142,0.147
939,0.13,0.144
940,0.124,0.135
941,0.138,0.13
942,0.127,0.142
943,0.131,0.165
944,0.132,0.151
945,0.141,0.165
946,0.127,0.134
947,0.145,0.143
948,0.136,0.134
949,0.135,0.142
950,0.143,0.148
951,0.133,0.149
952,0.121,0.131
953,0.11,0.119
954,0.135,0.139
955,0.147,0.139
956,0.142,0.151
957,0.135,0.136
958,0.174,0.187
959,0.156,0.15
960,0.126,0.132
961,0.125,0.136
962,0.133,0.147
963,0.192,0.184
964,0.138,0.146
965,0.126,0.137
966,0.178,0.191
967,0.131,0.131
968,0.144,0.17
969,0.134,0.132
970,0.157,0.179
971,0.121,0.138
972,0.142,0.16
973,0.13,0.136
974,0.125,0.138
975,0.166,0.163
976,0.129,0.136
977,0.187,0.193
978,0.137,0.149
979,0.133,0.141
980,0.14,0.157
981,0.135,0.145
982,0.131,0.139
983,0.129,0.155
984,0.121,0.147
985,0.18,0.184
986,0.115,0.127
987,0.119,0.132
988,0.137,0.142
989,0.153,0.16
990,0.149,0.163
991,0.127,0.147
992,0.133,0.134
993,0.142,0.158
994,0.118,0.135
995,0.14,0.156
996,0.121,0.125
997,0.116,0.139
998,0.132,0.154
999,0.125,0.141
1000,0.139,0.164
1001,0.153,0.144
1002,0.142,0.133
1003,0.159,0.18
1004,0.128,0.155
1005,0.131,0.161
1006,0.129,0.142
1007,0.116,0.139
1008,0.188,0.19
1009,0.131,0.135
1010,0.112,0.126
1011,0.149,0.165
1012,0.148,0.152
1013,0.128,0.128
1014,0.136,0.149
1015,0.136,0.158
1016,0.12,0.125
1017,0.144,0.14
1018,0.13,0.135
1019,0.154,0.154
1020,0.123,0.126
1021,0.14,0.168
1022,0.127,0.134
1023,0.131,0.133
1024,0.141,0.13
1025,0.182,0.199
1026,0.16,0.162
1027,0.141,0.156
1028,0.13,0.152
1029,0.134,0.141
1030,0.148,0.163
1031,0.15,0.171
1032,0.166,0.191
1033,0.155,0.153
1034,0.131,0.145
1035,0.157,0.142
1036,0.15,0.15
1037,0.13,0.137
1038,0.129,0.139
1039,0.136,0.138
1040,0.136,0.147
1041,0.165,0.173
1042,0.136,0.14
1043,0.119,0.154
1044,0.176,0.179
1045,0.125,0.132
1046,0.133,0.123
1047,0.109,0.129
1048,0.148,0.142
1049,0.15,0.153
1050,0.144,0.149
1051,0.126,0.148
1052,0.143,0.159
1053,0.124,0.126
1054,0.125,0.147
1055,0.14,0.135
1056,0.131,0.141
1057,0.162,0.207
1058,0.167,0.18
1059,0.141,0.154
1060,0.14,0.163
1061,0.156,0.17
1062,0.144,0.157
1063,0.14,0.148
1064,0.137,0.144
1065,0.134,0.153
1066,0.118,0.144
1067,0.127,0.151
1068,0.148,0.142
1069,0.148,0.155
1070,0.117,0.117
1071,0.168,0.185
1072,0.14,0.164
1073,0.133,0.164
1074,0.137,0.14
1075,0.126,0.138
1076,0.148,0.168
1077,0.122,0.124
1078,0.143,0.137
1079,0.151,0.174
1080,0.119,0.146
1081,0.131,0.125
1082,0.14,0.169
1083,0.139,0.133
1084,0.123,0.127
1085,0.128,0.143
1086,0.129,0.125
1087,0.136,0.146
1088,0.148,0.161
1089,0.13,0.129
1090,0.137,0.141
1091,0.134,0.14
1092,0.137,0.141
1093,0.121,0.13
1094,0.132,0.132
1095,0.13,0.142
1096,0.125,0.126
1097,0.167,0.149
1098,0.134,0.131
1099,0.133,0.155
1100,0.129,0.149
1101,0.133,0.162
1102,0.143,0.152
1103,0.154,0.177
1104,0.13,0.153
1105,0.121,0.145
1106,0.139,0.15
1107,0.147,0.174
1108,0.139,0.12
1109,0.113,0.147
1110,0.194,0.168
1111,0.15,0.145
1112,0.117,0.14
1113,0.134,0.162
1114,0.155,0.153
1115,0.147,0.154
1116,0.145,0.139
1117,0.138,0.161
1118,0.161,0.18
1119,0.158,0.165
1120,0.114,0.13
1121,0.136,0.161
1122,0.14,0.156
1123,0.118,0.135
1124,0.165,0.177
1125,0.11,0.114
1126,0.121,0.145
1127,0.151,0.172
1128,0.139,0.164
1129,0.119,0.133
1130,0.14,0.16
1131,0.147,0.139
1132,0.124,0.13
1133,0.125,0.138
1134,0.148,0.167
1135,0.136,0.158
1136,0.132,0.158
1137,0.121,0.143
1138,0.13,0.135
1139,0.14,0.156
1140,0.138,0.13
1141,0.132,0.133
1142,0.128,0.145
1143,0.156,0.165
1144,0.179,0.196
1145,0.132,0.147
1146,0.152,0.167
1147,0.123,0.126
1148,0.155,0.169
1149,0.132,0.149
1150,0.149,0.154
1151,0.168,0.185
1152,0.125,0.152
1153,0.128,0.141
1154,0.122,0.135
1155,0.143,0.139
1156,0.125,0.13
1157,0.135,0.138
1158,0.137,0.139
1159,0.142,0.156
1160,0.159,0.162
1161,0.145,0.172
1162,0.151,0.15
1163,0.132,0.138
1164,0.136,0.148
1165,0.14,0.148
1166,0.137,0.148
1167,0.147,0.16
1168,0.11,0.13
1169,0.143,0.152
1170,0.163,0.161
1171,0.124,0.149
1172,0.122,0.125
1173,0.15,0.172
1174,0.139,0.144
1175,0.148,0.162
1176,0.166,0.161
1177,0.124,0.124
1178,0.125,0.134
1179,0.15,0.142
1180,0.147,0.181
1181,0.128,0.142
1182,0.133,0.154
1183,0.137,0.14
1184,0.132,0.147
1185,0.114,0.141
1186,0.125,0.142
1187,0.163,0.168
1188,0.124,0.161
1189,0.146,0.152
1190,0.141,0.158
1191,0.147,0.175
1192,0.144,0.164
1193,0.124,0.14
1194,0.138,0.152
1195,0.156,0.152
1196,0.14,0.139
1197,0.136,0.146
1198,0.138,0.156
1199,0.125,0.144
1200,0.157,0.169
1201,0.133,0.141
1202,0.138,0.185
1203,0.117,0.132
1204,0.111,0.135
1205,0.141,0.148
1206,0.173,0.173
1207,0.118,0.144
1208,0.136,0.158
1209,0.124,0.138
1210,0.134,0.154
1211,0.117,0.16
1212,0.133,0.139
1213,0.111,0.143
1214,0.12,0.152
1215,0.16,0.17
1216,0.14,0.145
1217,0.139,0.16
1218,0.179,0.182
1219,0.155,0.159
1220,0.128,0.158
1221,0.144,0.164
1222,0.137,0.146
1223,0.126,0.133
1224,0.136,0.129
1225,0.134,0.159
1226,0.146,0.142
1227,0.13,0.178
1228,0.115,0.134
1229,0.145,0.149
1230,0.141,0.147
1231,0.143,0.172
1232,0.153,0.16
1233,0.14,0.137
1234,0.143,0.157
1235,0.125,0.138
1236,0.119,0.125
1237,0.134,0.152
1238,0.132,0.15
1239,0.145,0.169
1240,0.138,0.153
1241,0.141,0.163
1242,0.159,0.165
1243,0.121,0.133
1244,0.136,0.155
1245,0.119,0.133
1246,0.144,0.147
1247,0.16,0.162
1248,0.146,0.146
1249,0.149,0.143
1250,0.119,0.15
1251,0.13,0.142
1252,0.126,0.163
1253,0.146,0.17
1254,0.129,0.147
1255,0.133,0.123
1256,0.141,0.14
1257,0.133,0.156
1258,0.151,0.153
1259,0.135,0.138
1260,0.135,0.13
1261,0.122,0.142
1262,0.168,0.15
1263,0.129,0.148
1264,0.159,0.161
1265,0.139,0.144
1266,0.139,0.138
1267,0.129,0.154
1268,0.118,0.134
1269,0.155,0.163
1270,0.128,0.133
1271,0.135,0.148
1272,0.148,0.163
1273,0.122,0.133
1274,0.136,0.154
1275,0.148,0.152
1276,0.143,0.153
1277,0.173,0.185
1278,0.131,0.145
1279,0.142,0.166
1280,0.14,0.143
1281,0.142,0.154
1282,0.121,0.137
1283,0.132,0.138
1284,0.139,0.146
1285,0.152,0.178
1286,0.149,0.167
1287,0.133,0.157
1288,0.135,0.16
1289,0.128,0.145
1290,0.125,0.129
1291,0.136,0.14
1292,0.13,0.161
1293,0.128,0.151
1294,0.126,0.137
1295,0.143,0.142
1296,0.149,0.143
1297,0.144,0.166
1298,0.133,0.141
1299,0.121,0.128
1300,0.143,0.147
1301,0.118,0.141
1302,0.125,0.141
1303,0.14,0.152
1304,0.129,0.13
1305,0.141,0.161
1306,0.132,0.132
1307,0.137,0.124
1308,0.143,0.153
1309,0.125,0.118
1310,0.131,0.14
1311,0.146,0.148
1312,0.15,0.174
1313,0.115,0.137
1314,0.149,0.161
1315,0.137,0.146
1316,0.125,0.134
1317,0.168,0.177
1318,0.119,0.126
1319,0.165,0.179
1320,0.158,0.152
1321,0.133,0.157
1322,0.139,0.147
1323,0.147,0.147
1324,0.137,0.145
1325,0.134,0.137
1326,0.13,0.15
1327,0.13,0.134
1328,0.136,0.162
1329,0.135,0.171
1330,0.145,0.148
1331,0.137,0.149
1332,0.127,0.145
1333,0.137,0.161
1334,0.134,0.131
1335,0.149,0.164
1336,0.117,0.123
1337,0.13,0.145
1338,0.138,0.129
1339,0.164,0.174
1340,0.152,0.17
1341,0.131,0.152
1342,0.121,0.125
1343,0.131,0.132
1344,0.14,0.137
1345,0.138,0.152
1346,0.133,0.152
1347,0.123,0.137
1348,0.139,0.161
1349,0.117,0.142
1350,0.143,0.139
1351,0.13,0.137
1352,0.136,0.147
1353,0.123,0.145
1354,0.137,0.155
1355,0.139,0.151
1356,0.128,0.149
1357,0.158,0.16
1358,0.141,0.176
1359,0.141,0.161
