Epoch,Train Error,Test Error
104,0.042,0.061
105,0.047,0.064
106,0.039,0.066
107,0.039,0.054
108,0.042,0.065
109,0.039,0.053
110,0.042,0.062
111,0.034,0.058
112,0.038,0.062
113,0.04,0.067
114,0.038,0.063
115,0.037,0.067
116,0.04,0.062
117,0.039,0.052
118,0.03,0.061
119,0.037,0.057
120,0.038,0.056
121,0.043,0.05
122,0.042,0.068
123,0.038,0.054
124,0.038,0.048
125,0.036,0.069
126,0.042,0.065
127,0.034,0.054
128,0.035,0.053
129,0.036,0.058
130,0.046,0.074
131,0.039,0.07
132,0.043,0.057
133,0.041,0.048
134,0.037,0.056
135,0.036,0.059
136,0.041,0.051
137,0.037,0.052
138,0.042,0.059
139,0.031,0.055
140,0.046,0.06
141,0.034,0.073
142,0.039,0.062
143,0.034,0.049
144,0.038,0.06
145,0.042,0.056
146,0.038,0.057
147,0.046,0.061
148,0.037,0.047
149,0.036,0.053
150,0.033,0.062
151,0.04,0.065
152,0.031,0.048
153,0.04,0.074
154,0.035,0.055
155,0.037,0.065
156,0.046,0.063
157,0.038,0.06
158,0.038,0.056
159,0.038,0.068
160,0.033,0.063
161,0.032,0.066
162,0.043,0.064
163,0.031,0.055
164,0.041,0.058
165,0.043,0.057
166,0.036,0.073
167,0.045,0.053
168,0.033,0.057
169,0.034,0.042
170,0.038,0.054
171,0.041,0.06
172,0.042,0.057
173,0.049,0.068
174,0.037,0.057
175,0.036,0.045
176,0.048,0.071
177,0.046,0.062
178,0.038,0.052
179,0.037,0.046
180,0.039,0.058
181,0.041,0.064
182,0.04,0.051
183,0.039,0.061
184,0.038,0.061
185,0.035,0.06
186,0.036,0.053
187,0.035,0.071
188,0.037,0.055
189,0.039,0.049
190,0.039,0.052
191,0.035,0.059
192,0.044,0.063
193,0.028,0.052
194,0.033,0.059
195,0.037,0.053
196,0.033,0.053
197,0.034,0.056
198,0.037,0.052
199,0.041,0.059
200,0.038,0.048
201,0.031,0.048
202,0.045,0.057
203,0.042,0.07
204,0.038,0.06
205,0.045,0.053
206,0.044,0.057
207,0.035,0.058
208,0.034,0.05
209,0.049,0.068
210,0.046,0.063
211,0.034,0.058
212,0.04,0.058
213,0.037,0.066
214,0.036,0.062
215,0.033,0.048
216,0.042,0.046
217,0.043,0.069
218,0.043,0.066
219,0.042,0.068
220,0.041,0.067
221,0.036,0.062
222,0.037,0.055
223,0.039,0.061
224,0.038,0.066
225,0.037,0.06
226,0.033,0.054
227,0.042,0.06
228,0.035,0.053
229,0.041,0.066
230,0.038,0.067
231,0.043,0.066
232,0.033,0.063
233,0.037,0.068
234,0.044,0.064
235,0.033,0.047
236,0.043,0.062
237,0.034,0.049
238,0.041,0.043
239,0.038,0.061
240,0.039,0.063
241,0.038,0.055
242,0.034,0.055
243,0.032,0.073
244,0.036,0.058
245,0.035,0.058
246,0.041,0.058
247,0.032,0.055
248,0.036,0.052
249,0.039,0.059
250,0.038,0.056
251,0.043,0.053
252,0.032,0.056
253,0.039,0.061
254,0.034,0.051
255,0.037,0.049
256,0.037,0.049
257,0.04,0.059
258,0.041,0.053
259,0.042,0.072
260,0.042,0.056
261,0.039,0.059
262,0.031,0.063
263,0.03,0.065
264,0.039,0.067
265,0.037,0.058
266,0.038,0.056
267,0.039,0.059
268,0.041,0.06
269,0.037,0.073
270,0.043,0.063
271,0.044,0.06
272,0.037,0.053
273,0.039,0.066
274,0.039,0.066
275,0.047,0.061
276,0.039,0.055
277,0.041,0.071
278,0.042,0.064
279,0.036,0.06
280,0.043,0.054
281,0.036,0.064
282,0.04,0.056
283,0.041,0.062
284,0.032,0.062
285,0.046,0.072
286,0.038,0.066
287,0.04,0.064
288,0.043,0.054
289,0.051,0.06
290,0.038,0.059
291,0.039,0.073
292,0.043,0.062
293,0.044,0.063
294,0.039,0.07
295,0.039,0.06
296,0.035,0.058
297,0.031,0.056
298,0.041,0.065
299,0.043,0.065
300,0.036,0.058
301,0.042,0.067
302,0.037,0.047
303,0.036,0.062
304,0.048,0.064
305,0.04,0.055
306,0.045,0.053
307,0.036,0.049
308,0.036,0.06
309,0.043,0.066
310,0.037,0.061
311,0.041,0.056
312,0.046,0.057
313,0.033,0.057
314,0.041,0.057
315,0.035,0.063
316,0.048,0.063
317,0.039,0.065
318,0.047,0.067
319,0.034,0.052
320,0.04,0.052
321,0.034,0.051
322,0.035,0.054
323,0.037,0.058
324,0.03,0.062
325,0.044,0.058
326,0.039,0.055
327,0.035,0.044
328,0.037,0.062
329,0.044,0.064
330,0.038,0.068
331,0.041,0.05
332,0.032,0.056
333,0.04,0.073
334,0.042,0.053
335,0.043,0.06
336,0.036,0.056
337,0.041,0.073
338,0.038,0.057
339,0.037,0.054
340,0.044,0.054
341,0.035,0.058
342,0.037,0.058
343,0.026,0.053
344,0.038,0.058
345,0.044,0.054
346,0.05,0.053
347,0.038,0.051
348,0.038,0.044
349,0.044,0.064
350,0.04,0.058
351,0.034,0.048
352,0.036,0.054
353,0.037,0.055
354,0.036,0.055
355,0.042,0.069
356,0.035,0.056
357,0.04,0.056
358,0.04,0.056
359,0.035,0.065
360,0.036,0.066
361,0.038,0.051
362,0.05,0.064
363,0.036,0.057
364,0.038,0.063
365,0.04,0.048
366,0.041,0.066
367,0.033,0.057
368,0.053,0.078
369,0.037,0.052
370,0.031,0.05
371,0.035,0.057
372,0.039,0.061
373,0.045,0.054
374,0.036,0.065
375,0.045,0.064
376,0.037,0.054
377,0.037,0.062
378,0.037,0.066
379,0.038,0.05
380,0.035,0.057
381,0.043,0.079
382,0.045,0.057
383,0.036,0.051
384,0.043,0.06
385,0.044,0.059
386,0.048,0.067
387,0.031,0.06
388,0.039,0.05
389,0.041,0.055
390,0.041,0.058
391,0.042,0.067
392,0.037,0.059
393,0.033,0.053
394,0.044,0.064
395,0.037,0.048
396,0.035,0.065
397,0.037,0.053
398,0.035,0.059
399,0.038,0.059
400,0.036,0.06
401,0.032,0.053
402,0.04,0.064
403,0.037,0.053
404,0.037,0.068
405,0.037,0.054
406,0.038,0.05
407,0.036,0.057
408,0.036,0.07
409,0.041,0.063
410,0.04,0.045
411,0.038,0.074
412,0.043,0.063
413,0.047,0.058
414,0.03,0.055
415,0.04,0.055
416,0.047,0.063
417,0.041,0.052
418,0.038,0.066
419,0.042,0.052
420,0.04,0.06
421,0.03,0.063
422,0.04,0.066
423,0.036,0.065
424,0.039,0.054
425,0.042,0.076
426,0.036,0.067
427,0.045,0.068
428,0.038,0.058
429,0.037,0.062
430,0.042,0.063
431,0.052,0.062
432,0.034,0.052
433,0.036,0.045
434,0.04,0.056
435,0.041,0.063
436,0.043,0.051
437,0.037,0.049
438,0.038,0.045
439,0.034,0.059
440,0.036,0.062
441,0.039,0.054
442,0.042,0.056
443,0.037,0.056
444,0.035,0.055
445,0.044,0.062
446,0.043,0.069
447,0.036,0.057
448,0.035,0.058
449,0.036,0.063
450,0.037,0.047
451,0.037,0.051
452,0.045,0.054
453,0.042,0.052
454,0.035,0.064
455,0.043,0.062
456,0.035,0.058
457,0.04,0.048
458,0.037,0.053
459,0.04,0.057
460,0.034,0.06
461,0.042,0.068
462,0.038,0.064
463,0.041,0.068
464,0.048,0.069
465,0.032,0.053
466,0.029,0.059
467,0.042,0.058
468,0.042,0.056
469,0.039,0.058
470,0.042,0.064
471,0.042,0.062
472,0.034,0.065
473,0.036,0.056
474,0.037,0.054
475,0.042,0.061
476,0.043,0.071
477,0.032,0.056
478,0.044,0.059
479,0.035,0.06
480,0.043,0.054
481,0.029,0.056
482,0.036,0.058
483,0.043,0.067
484,0.041,0.068
485,0.036,0.059
486,0.039,0.054
487,0.037,0.067
488,0.035,0.052
489,0.032,0.067
490,0.036,0.068
491,0.036,0.06
492,0.04,0.066
493,0.037,0.061
494,0.044,0.069
495,0.033,0.054
496,0.033,0.061
497,0.037,0.058
498,0.041,0.055
499,0.04,0.067
500,0.043,0.065
501,0.04,0.056
502,0.033,0.064
503,0.039,0.059
504,0.042,0.07
505,0.047,0.055
506,0.036,0.066
507,0.045,0.064
508,0.036,0.058
509,0.034,0.066
510,0.042,0.068
511,0.04,0.064
512,0.036,0.049
513,0.035,0.051
514,0.035,0.06
515,0.054,0.074
516,0.042,0.068
517,0.038,0.057
518,0.039,0.058
519,0.042,0.048
520,0.036,0.066
521,0.043,0.057
522,0.051,0.069
523,0.041,0.069
524,0.036,0.058
525,0.037,0.069
526,0.035,0.056
527,0.04,0.066
528,0.041,0.059
529,0.043,0.063
530,0.048,0.05
531,0.031,0.067
532,0.041,0.05
533,0.038,0.057
534,0.042,0.057
535,0.029,0.053
536,0.041,0.071
537,0.045,0.071
538,0.036,0.06
539,0.028,0.053
540,0.034,0.057
541,0.037,0.07
542,0.042,0.057
543,0.033,0.055
544,0.04,0.061
545,0.04,0.058
546,0.04,0.056
547,0.041,0.072
548,0.036,0.056
549,0.047,0.069
550,0.04,0.055
551,0.033,0.065
552,0.04,0.067
553,0.036,0.054
554,0.038,0.07
555,0.04,0.06
556,0.043,0.068
557,0.042,0.067
558,0.036,0.053
559,0.045,0.061
560,0.038,0.05
561,0.031,0.063
562,0.036,0.051
563,0.041,0.065
564,0.04,0.049
565,0.035,0.057
566,0.034,0.055
567,0.035,0.062
568,0.047,0.068
569,0.037,0.054
570,0.033,0.053
571,0.039,0.053
572,0.037,0.053
573,0.049,0.061
574,0.041,0.069
575,0.042,0.067
576,0.041,0.062
577,0.042,0.073
578,0.044,0.062
579,0.043,0.069
580,0.038,0.055
581,0.041,0.072
582,0.035,0.063
583,0.038,0.063
584,0.039,0.053
585,0.031,0.058
586,0.044,0.055
587,0.047,0.078
588,0.04,0.054
589,0.038,0.055
590,0.035,0.063
591,0.04,0.058
592,0.044,0.069
593,0.045,0.06
594,0.031,0.066
595,0.033,0.059
596,0.037,0.06
597,0.042,0.069
598,0.035,0.066
599,0.038,0.054
600,0.038,0.061
601,0.041,0.055
602,0.037,0.069
603,0.035,0.053
604,0.04,0.054
605,0.042,0.059
606,0.031,0.056
607,0.049,0.071
608,0.044,0.063
609,0.04,0.063
610,0.045,0.06
611,0.044,0.064
612,0.036,0.05
613,0.039,0.063
614,0.038,0.06
615,0.045,0.055
616,0.038,0.053
617,0.037,0.059
618,0.045,0.062
619,0.037,0.074
620,0.037,0.056
621,0.04,0.07
622,0.042,0.069
623,0.033,0.067
624,0.042,0.053
625,0.042,0.056
626,0.037,0.057
627,0.038,0.054
628,0.043,0.055
629,0.036,0.058
630,0.048,0.06
631,0.043,0.069
632,0.032,0.062
633,0.042,0.058
634,0.037,0.056
635,0.037,0.062
636,0.038,0.057
637,0.035,0.063
638,0.038,0.063
639,0.033,0.053
640,0.039,0.056
641,0.037,0.065
642,0.045,0.059
643,0.043,0.053
644,0.041,0.05
645,0.036,0.056
646,0.036,0.058
647,0.042,0.06
648,0.032,0.061
649,0.035,0.049
650,0.042,0.072
651,0.037,0.059
652,0.042,0.064
653,0.032,0.052
654,0.043,0.051
655,0.05,0.064
656,0.033,0.06
657,0.031,0.051
658,0.033,0.058
659,0.036,0.065
660,0.055,0.07
661,0.038,0.062
662,0.041,0.066
663,0.045,0.066
664,0.03,0.055
665,0.039,0.057
666,0.038,0.052
667,0.045,0.064
668,0.035,0.065
669,0.039,0.063
670,0.033,0.061
671,0.037,0.053
672,0.038,0.065
673,0.039,0.063
674,0.047,0.087
675,0.046,0.059
676,0.032,0.063
677,0.037,0.055
678,0.04,0.049
679,0.043,0.063
680,0.042,0.054
681,0.033,0.052
682,0.041,0.067
683,0.039,0.055
684,0.036,0.069
685,0.032,0.058
686,0.039,0.063
687,0.05,0.061
688,0.048,0.071
689,0.038,0.054
690,0.038,0.061
691,0.036,0.047
692,0.036,0.059
693,0.034,0.061
694,0.031,0.055
695,0.034,0.058
696,0.034,0.056
697,0.041,0.067
698,0.039,0.056
699,0.038,0.063
700,0.033,0.068
701,0.038,0.067
702,0.037,0.057
703,0.038,0.057
704,0.039,0.07
705,0.044,0.067
706,0.041,0.056
707,0.034,0.061
708,0.042,0.069
709,0.029,0.068
710,0.042,0.075
711,0.037,0.06
712,0.034,0.063
713,0.042,0.049
714,0.042,0.071
715,0.031,0.055
716,0.038,0.059
717,0.042,0.063
718,0.049,0.059
719,0.035,0.072
720,0.042,0.067
721,0.037,0.056
722,0.031,0.053
723,0.045,0.047
724,0.046,0.071
725,0.033,0.056
726,0.04,0.058
727,0.034,0.06
728,0.046,0.065
729,0.039,0.055
730,0.035,0.059
731,0.034,0.062
732,0.039,0.059
733,0.041,0.06
734,0.038,0.058
735,0.04,0.056
736,0.041,0.058
737,0.038,0.064
738,0.041,0.065
739,0.042,0.06
740,0.044,0.061
741,0.04,0.063
742,0.038,0.062
743,0.034,0.056
744,0.041,0.062
745,0.037,0.058
746,0.036,0.067
747,0.039,0.065
748,0.043,0.067
749,0.04,0.059
750,0.035,0.054
751,0.042,0.057
752,0.031,0.06
753,0.04,0.051
754,0.048,0.071
755,0.04,0.064
756,0.038,0.053
757,0.041,0.058
758,0.032,0.057
759,0.044,0.073
760,0.034,0.06
761,0.044,0.062
762,0.05,0.056
763,0.034,0.056
764,0.031,0.048
765,0.033,0.058
766,0.033,0.062
767,0.039,0.056
768,0.036,0.053
769,0.037,0.052
770,0.048,0.055
771,0.037,0.054
772,0.05,0.067
773,0.041,0.057
774,0.037,0.048
775,0.032,0.044
776,0.049,0.053
777,0.035,0.065
778,0.041,0.072
779,0.04,0.049
780,0.039,0.054
781,0.035,0.056
782,0.042,0.069
783,0.034,0.052
784,0.035,0.057
785,0.037,0.066
786,0.038,0.059
787,0.036,0.063
788,0.036,0.047
789,0.042,0.066
790,0.031,0.045
791,0.036,0.059
792,0.039,0.051
793,0.035,0.057
794,0.04,0.063
795,0.035,0.05
796,0.038,0.057
797,0.038,0.066
798,0.044,0.062
799,0.043,0.053
800,0.041,0.069
801,0.03,0.053
802,0.046,0.071
803,0.046,0.072
804,0.044,0.065
805,0.035,0.06
806,0.032,0.068
807,0.038,0.055
808,0.039,0.057
809,0.039,0.063
810,0.047,0.079
811,0.046,0.066
812,0.039,0.062
813,0.037,0.054
814,0.037,0.065
815,0.038,0.061
816,0.04,0.071
817,0.036,0.047
818,0.043,0.066
819,0.044,0.081
820,0.03,0.052
821,0.039,0.059
822,0.037,0.053
823,0.035,0.061
824,0.038,0.057
825,0.04,0.059
826,0.037,0.06
827,0.036,0.05
828,0.034,0.048
829,0.043,0.062
830,0.042,0.066
831,0.04,0.064
832,0.041,0.066
833,0.033,0.054
834,0.034,0.058
835,0.036,0.057
836,0.032,0.059
837,0.036,0.055
838,0.037,0.066
839,0.038,0.066
840,0.039,0.074
841,0.039,0.053
842,0.031,0.059
843,0.043,0.067
844,0.035,0.066
845,0.042,0.054
846,0.037,0.063
847,0.044,0.061
848,0.042,0.062
849,0.033,0.064
850,0.043,0.066
851,0.041,0.057
852,0.04,0.058
853,0.043,0.068
854,0.041,0.059
855,0.036,0.054
856,0.038,0.061
857,0.037,0.059
858,0.038,0.055
859,0.04,0.059
860,0.043,0.067
861,0.035,0.063
862,0.038,0.061
863,0.04,0.072
864,0.044,0.053
865,0.04,0.072
866,0.036,0.063
867,0.04,0.064
868,0.036,0.054
869,0.034,0.055
870,0.042,0.056
871,0.034,0.052
872,0.039,0.044
873,0.042,0.067
874,0.039,0.059
875,0.037,0.066
876,0.044,0.065
877,0.034,0.054
878,0.044,0.071
879,0.041,0.058
880,0.046,0.065
881,0.038,0.052
882,0.043,0.067
883,0.039,0.056
884,0.048,0.055
885,0.038,0.059
886,0.044,0.05
887,0.039,0.056
888,0.042,0.056
889,0.037,0.067
890,0.041,0.061
891,0.042,0.064
892,0.034,0.049
893,0.04,0.073
894,0.039,0.067
895,0.037,0.062
896,0.033,0.056
897,0.036,0.057
898,0.034,0.058
899,0.038,0.059
900,0.041,0.067
901,0.048,0.064
902,0.036,0.061
903,0.041,0.058
904,0.041,0.059
905,0.03,0.055
906,0.033,0.052
907,0.036,0.059
908,0.043,0.064
909,0.037,0.059
910,0.041,0.065
911,0.042,0.07
912,0.034,0.054
913,0.039,0.064
914,0.042,0.062
915,0.035,0.062
916,0.039,0.054
917,0.035,0.064
918,0.035,0.064
919,0.036,0.064
920,0.04,0.074
921,0.048,0.067
922,0.039,0.052
923,0.039,0.054
924,0.048,0.06
925,0.033,0.058
926,0.045,0.058
927,0.034,0.052
928,0.035,0.063
929,0.038,0.053
930,0.037,0.055
931,0.039,0.056
932,0.036,0.057
933,0.029,0.047
934,0.042,0.062
935,0.037,0.058
936,0.034,0.055
937,0.036,0.068
938,0.049,0.053
939,0.038,0.072
940,0.039,0.056
941,0.032,0.05
942,0.044,0.061
943,0.034,0.06
944,0.039,0.059
945,0.034,0.056
946,0.045,0.061
947,0.042,0.062
948,0.029,0.053
949,0.037,0.063
950,0.034,0.064
951,0.036,0.06
952,0.038,0.068
953,0.037,0.062
954,0.039,0.051
955,0.034,0.055
956,0.036,0.063
957,0.043,0.059
958,0.033,0.053
959,0.044,0.062
960,0.035,0.051
961,0.039,0.065
962,0.043,0.061
963,0.045,0.067
964,0.044,0.068
965,0.042,0.055
966,0.041,0.061
967,0.045,0.057
968,0.041,0.053
969,0.04,0.057
970,0.039,0.056
971,0.044,0.051
972,0.039,0.068
973,0.037,0.067
974,0.043,0.055
975,0.036,0.052
976,0.031,0.053
977,0.036,0.061
978,0.033,0.064
979,0.037,0.055
980,0.036,0.052
981,0.047,0.059
982,0.041,0.064
983,0.042,0.06
984,0.048,0.066
985,0.038,0.064
986,0.04,0.056
987,0.045,0.071
988,0.042,0.059
989,0.034,0.051
990,0.034,0.055
991,0.046,0.049
992,0.038,0.061
993,0.037,0.066
994,0.043,0.065
995,0.034,0.046
996,0.037,0.053
997,0.043,0.071
998,0.032,0.055
999,0.035,0.058
1000,0.033,0.057
1001,0.044,0.048
1002,0.035,0.062
1003,0.04,0.056
1004,0.042,0.068
1005,0.042,0.068
1006,0.036,0.061
1007,0.047,0.047
1008,0.038,0.063
1009,0.043,0.067
1010,0.029,0.067
1011,0.037,0.058
1012,0.039,0.061
1013,0.04,0.06
1014,0.037,0.062
1015,0.041,0.046
1016,0.041,0.062
1017,0.048,0.067
1018,0.035,0.072
1019,0.04,0.063
1020,0.035,0.053
1021,0.043,0.065
1022,0.036,0.052
1023,0.048,0.056
1024,0.033,0.06
1025,0.044,0.058
1026,0.038,0.055
1027,0.04,0.056
1028,0.034,0.044
1029,0.027,0.047
1030,0.042,0.061
1031,0.037,0.068
1032,0.039,0.058
1033,0.033,0.051
1034,0.043,0.061
1035,0.042,0.059
1036,0.046,0.063
1037,0.035,0.074
1038,0.04,0.052
1039,0.054,0.063
1040,0.039,0.056
1041,0.035,0.062
1042,0.046,0.066
1043,0.045,0.067
1044,0.034,0.055
1045,0.042,0.074
1046,0.039,0.052
1047,0.042,0.062
1048,0.038,0.062
1049,0.04,0.066
1050,0.04,0.044
1051,0.035,0.062
1052,0.037,0.065
1053,0.038,0.051
1054,0.032,0.054
1055,0.032,0.049
1056,0.033,0.054
1057,0.037,0.058
1058,0.037,0.073
1059,0.035,0.066
1060,0.036,0.065
1061,0.036,0.05
1062,0.041,0.062
1063,0.035,0.044
1064,0.034,0.059
1065,0.035,0.067
1066,0.046,0.073
1067,0.045,0.066
1068,0.04,0.058
1069,0.043,0.061
1070,0.037,0.063
1071,0.035,0.059
1072,0.042,0.054
1073,0.037,0.057
1074,0.036,0.06
1075,0.036,0.048
1076,0.039,0.065
1077,0.037,0.061
1078,0.036,0.051
1079,0.043,0.059
1080,0.044,0.066
1081,0.041,0.065
1082,0.039,0.076
1083,0.034,0.046
1084,0.04,0.067
1085,0.039,0.066
1086,0.04,0.052
1087,0.038,0.056
1088,0.042,0.059
1089,0.039,0.071
1090,0.038,0.053
1091,0.032,0.055
1092,0.038,0.05
1093,0.043,0.056
1094,0.038,0.054
1095,0.042,0.058
1096,0.035,0.056
1097,0.037,0.055
1098,0.038,0.064
1099,0.046,0.052
1100,0.038,0.054
1101,0.036,0.058
1102,0.036,0.054
1103,0.045,0.061
1104,0.036,0.066
1105,0.037,0.053
1106,0.038,0.057
1107,0.043,0.05
1108,0.035,0.055
1109,0.038,0.061
1110,0.044,0.069
1111,0.036,0.049
1112,0.049,0.065
1113,0.04,0.052
1114,0.038,0.063
1115,0.039,0.051
1116,0.029,0.055
1117,0.041,0.046
1118,0.037,0.052
1119,0.043,0.069
1120,0.036,0.054
1121,0.034,0.058
1122,0.037,0.059
1123,0.039,0.052
1124,0.037,0.063
1125,0.038,0.057
1126,0.043,0.065
1127,0.044,0.062
1128,0.038,0.064
1129,0.046,0.064
1130,0.033,0.051
1131,0.036,0.063
1132,0.036,0.069
1133,0.035,0.053
1134,0.041,0.064
1135,0.029,0.063
1136,0.041,0.058
1137,0.037,0.046
1138,0.033,0.056
1139,0.046,0.066
1140,0.047,0.055
1141,0.038,0.061
1142,0.043,0.057
1143,0.03,0.053
1144,0.039,0.06
1145,0.038,0.052
1146,0.045,0.048
1147,0.037,0.048
1148,0.03,0.064
1149,0.044,0.055
1150,0.04,0.07
1151,0.039,0.059
1152,0.037,0.053
1153,0.034,0.048
1154,0.037,0.053
1155,0.036,0.057
1156,0.033,0.052
1157,0.041,0.061
1158,0.042,0.062
1159,0.038,0.068
1160,0.037,0.063
1161,0.037,0.055
1162,0.041,0.048
1163,0.04,0.065
1164,0.04,0.054
1165,0.041,0.056
1166,0.046,0.061
1167,0.036,0.057
1168,0.039,0.059
1169,0.043,0.057
1170,0.043,0.044
1171,0.041,0.06
1172,0.033,0.057
1173,0.042,0.049
1174,0.053,0.055
1175,0.037,0.064
1176,0.039,0.067
1177,0.042,0.059
1178,0.033,0.066
1179,0.04,0.05
1180,0.044,0.05
1181,0.037,0.068
1182,0.045,0.059
1183,0.037,0.057
1184,0.037,0.05
1185,0.04,0.063
1186,0.038,0.078
1187,0.037,0.059
1188,0.038,0.059
1189,0.04,0.065
1190,0.044,0.06
1191,0.033,0.048
1192,0.038,0.063
1193,0.04,0.054
1194,0.038,0.065
1195,0.039,0.062
1196,0.032,0.064
1197,0.044,0.063
1198,0.033,0.049
1199,0.04,0.07
1200,0.048,0.067
1201,0.047,0.057
1202,0.037,0.066
1203,0.037,0.054
1204,0.039,0.055
1205,0.047,0.068
1206,0.036,0.06
1207,0.033,0.063
1208,0.041,0.047
1209,0.039,0.065
1210,0.041,0.061
1211,0.036,0.062
1212,0.046,0.061
1213,0.033,0.054
1214,0.045,0.052
1215,0.035,0.062
1216,0.031,0.048
1217,0.044,0.063
1218,0.038,0.06
1219,0.039,0.054
1220,0.038,0.066
1221,0.041,0.064
1222,0.037,0.068
1223,0.037,0.047
1224,0.039,0.055
1225,0.042,0.06
1226,0.041,0.046
1227,0.048,0.064
1228,0.042,0.065
1229,0.041,0.063
1230,0.036,0.059
1231,0.035,0.066
1232,0.037,0.062
1233,0.037,0.061
1234,0.045,0.059
1235,0.045,0.057
1236,0.035,0.066
1237,0.042,0.062
1238,0.038,0.053
1239,0.03,0.062
1240,0.049,0.054
1241,0.046,0.069
1242,0.039,0.055
1243,0.048,0.075
1244,0.035,0.051
1245,0.047,0.066
1246,0.043,0.065
1247,0.04,0.062
1248,0.055,0.069
1249,0.041,0.062
1250,0.036,0.063
1251,0.046,0.055
1252,0.038,0.055
1253,0.042,0.06
1254,0.04,0.061
1255,0.044,0.072
1256,0.036,0.049
1257,0.044,0.052
1258,0.043,0.062
1259,0.036,0.062
1260,0.035,0.057
1261,0.041,0.056
1262,0.035,0.047
1263,0.047,0.064
1264,0.041,0.047
1265,0.042,0.062
1266,0.046,0.059
1267,0.045,0.067
1268,0.034,0.058
1269,0.039,0.069
1270,0.036,0.063
1271,0.04,0.065
1272,0.042,0.06
1273,0.035,0.07
1274,0.033,0.065
1275,0.044,0.064
1276,0.04,0.061
1277,0.03,0.065
1278,0.035,0.057
1279,0.04,0.055
1280,0.039,0.059
1281,0.037,0.056
1282,0.036,0.061
1283,0.045,0.068
1284,0.037,0.058
1285,0.036,0.054
1286,0.033,0.065
1287,0.047,0.068
1288,0.046,0.053
1289,0.043,0.061
1290,0.043,0.056
1291,0.044,0.055
1292,0.034,0.066
1293,0.035,0.061
1294,0.035,0.051
1295,0.036,0.05
1296,0.036,0.072
1297,0.049,0.076
1298,0.036,0.051
1299,0.042,0.052
1300,0.038,0.056
1301,0.038,0.056
1302,0.037,0.051
1303,0.036,0.052
1304,0.034,0.062
1305,0.046,0.065
1306,0.042,0.063
1307,0.035,0.059
1308,0.042,0.056
1309,0.048,0.059
1310,0.03,0.062
1311,0.03,0.055
1312,0.049,0.061
1313,0.038,0.049
1314,0.036,0.055
1315,0.045,0.069
1316,0.041,0.048
1317,0.04,0.055
1318,0.046,0.056
1319,0.033,0.059
1320,0.041,0.046
1321,0.04,0.051
1322,0.038,0.062
1323,0.05,0.057
1324,0.034,0.06
1325,0.035,0.056
1326,0.04,0.046
1327,0.038,0.065
1328,0.037,0.068
1329,0.04,0.065
1330,0.05,0.066
1331,0.042,0.051
1332,0.041,0.058
1333,0.04,0.072
1334,0.044,0.064
1335,0.043,0.063
1336,0.041,0.053
1337,0.034,0.057
1338,0.034,0.063
1339,0.038,0.069
1340,0.032,0.062
1341,0.037,0.049
1342,0.048,0.062
1343,0.035,0.062
1344,0.039,0.061
1345,0.037,0.059
1346,0.042,0.064
1347,0.038,0.062
1348,0.038,0.055
1349,0.038,0.06
1350,0.037,0.05
1351,0.037,0.064
1352,0.033,0.06
1353,0.038,0.073
1354,0.038,0.068
1355,0.041,0.057
1356,0.048,0.063
1357,0.037,0.05
1358,0.038,0.061
1359,0.032,0.054
