Epoch,Train Error,Test Error
1335,0.031,0.035
1336,0.029,0.029
1337,0.028,0.036
1338,0.034,0.044
1339,0.022,0.036
1340,0.025,0.04
1341,0.025,0.037
1342,0.031,0.03
1343,0.024,0.031
1344,0.024,0.044
1345,0.035,0.041
1346,0.027,0.036
1347,0.029,0.036
1348,0.031,0.039
1349,0.032,0.043
1350,0.025,0.04
1351,0.029,0.039
1352,0.031,0.038
1353,0.035,0.034
1354,0.028,0.037
1355,0.026,0.039
1356,0.025,0.037
1357,0.032,0.037
1358,0.025,0.038
1359,0.026,0.03
1360,0.025,0.038
1361,0.03,0.037
1362,0.03,0.047
1363,0.031,0.035
1364,0.027,0.036
1365,0.031,0.04
1366,0.025,0.031
1367,0.032,0.038
1368,0.029,0.037
1369,0.029,0.035
1370,0.029,0.03
1371,0.024,0.034
1372,0.031,0.042
1373,0.026,0.033
1374,0.026,0.038
1375,0.027,0.037
1376,0.023,0.033
1377,0.03,0.045
1378,0.035,0.045
1379,0.025,0.035
1380,0.03,0.032
1381,0.032,0.032
1382,0.027,0.046
1383,0.036,0.042
1384,0.034,0.046
1385,0.031,0.037
1386,0.022,0.039
1387,0.031,0.037
1388,0.028,0.036
1389,0.022,0.038
1390,0.029,0.041
1391,0.028,0.039
1392,0.031,0.039
1393,0.036,0.039
1394,0.026,0.043
1395,0.032,0.037
1396,0.028,0.046
1397,0.027,0.045
1398,0.032,0.037
1399,0.03,0.035
1400,0.021,0.035
1401,0.029,0.045
1402,0.024,0.038
1403,0.031,0.042
1404,0.027,0.035
1405,0.024,0.036
1406,0.027,0.037
1407,0.03,0.037
1408,0.029,0.052
1409,0.021,0.034
1410,0.032,0.041
1411,0.028,0.042
1412,0.028,0.041
1413,0.03,0.034
1414,0.025,0.047
1415,0.03,0.044
1416,0.023,0.039
1417,0.033,0.041
1418,0.024,0.04
1419,0.025,0.04
1420,0.03,0.04
1421,0.025,0.043
1422,0.028,0.051
1423,0.025,0.045
1424,0.029,0.053
1425,0.029,0.047
1426,0.031,0.041
1427,0.029,0.037
1428,0.022,0.037
1429,0.023,0.038
1430,0.026,0.041
1431,0.029,0.044
1432,0.027,0.04
1433,0.032,0.039
1434,0.031,0.038
1435,0.027,0.042
1436,0.034,0.034
1437,0.027,0.039
1438,0.026,0.034
1439,0.032,0.05
1440,0.023,0.033
1441,0.026,0.042
1442,0.028,0.036
1443,0.031,0.035
1444,0.034,0.034
1445,0.027,0.033
1446,0.025,0.043
1447,0.032,0.041
1448,0.031,0.034
1449,0.027,0.042
1450,0.027,0.047
1451,0.027,0.04
1452,0.028,0.034
1453,0.028,0.043
1454,0.028,0.041
1455,0.026,0.04
1456,0.029,0.04
1457,0.031,0.038
1458,0.026,0.04
1459,0.035,0.038
1460,0.03,0.034
1461,0.027,0.041
1462,0.03,0.04
1463,0.03,0.039
1464,0.03,0.038
1465,0.03,0.041
1466,0.03,0.04
1467,0.026,0.041
1468,0.025,0.042
1469,0.028,0.043
1470,0.034,0.038
1471,0.032,0.038
1472,0.032,0.052
1473,0.031,0.036
1474,0.021,0.038
1475,0.033,0.031
1476,0.025,0.035
1477,0.029,0.043
1478,0.025,0.033
1479,0.031,0.042
1480,0.027,0.034
1481,0.03,0.039
1482,0.03,0.042
1483,0.027,0.034
1484,0.029,0.041
1485,0.024,0.041
1486,0.026,0.047
1487,0.026,0.032
1488,0.024,0.041
1489,0.026,0.037
1490,0.029,0.038
1491,0.033,0.044
1492,0.027,0.036
1493,0.032,0.038
1494,0.024,0.044
1495,0.022,0.039
1496,0.029,0.038
1497,0.025,0.038
1498,0.029,0.034
1499,0.026,0.033
1500,0.029,0.039
1501,0.027,0.036
1502,0.026,0.043
1503,0.033,0.038
1504,0.026,0.045
1505,0.023,0.035
1506,0.032,0.038
1507,0.023,0.036
1508,0.026,0.047
1509,0.026,0.037
1510,0.03,0.045
1511,0.025,0.034
1512,0.028,0.037
1513,0.024,0.036
1514,0.026,0.038
1515,0.023,0.039
1516,0.029,0.048
1517,0.027,0.041
1518,0.031,0.045
1519,0.024,0.035
1520,0.029,0.042
1521,0.032,0.045
1522,0.027,0.039
1523,0.027,0.045
1524,0.028,0.04
1525,0.03,0.034
1526,0.032,0.051
1527,0.029,0.044
1528,0.029,0.044
1529,0.029,0.028
1530,0.022,0.043
1531,0.024,0.031
1532,0.026,0.037
1533,0.023,0.041
1534,0.027,0.04
1535,0.029,0.045
1536,0.026,0.037
1537,0.029,0.044
1538,0.023,0.04
1539,0.028,0.044
1540,0.026,0.04
1541,0.024,0.04
1542,0.039,0.041
1543,0.024,0.044
1544,0.027,0.051
1545,0.033,0.037
1546,0.023,0.041
1547,0.032,0.034
1548,0.03,0.042
1549,0.028,0.045
1550,0.021,0.042
1551,0.027,0.038
1552,0.028,0.037
1553,0.025,0.044
1554,0.036,0.047
1555,0.033,0.032
1556,0.026,0.042
1557,0.027,0.04
1558,0.032,0.048
1559,0.025,0.036
1560,0.029,0.047
1561,0.023,0.043
1562,0.031,0.046
1563,0.024,0.037
1564,0.025,0.041
1565,0.029,0.04
1566,0.026,0.038
1567,0.028,0.034
1568,0.025,0.039
1569,0.028,0.048
1570,0.027,0.045
1571,0.024,0.034
1572,0.031,0.045
1573,0.023,0.04
1574,0.024,0.038
1575,0.033,0.042
1576,0.029,0.047
1577,0.022,0.034
1578,0.029,0.04
1579,0.032,0.04
1580,0.032,0.038
1581,0.033,0.044
1582,0.029,0.029
1583,0.025,0.042
1584,0.026,0.041
1585,0.03,0.041
1586,0.032,0.04
1587,0.025,0.041
1588,0.027,0.045
1589,0.029,0.042
1590,0.029,0.04
1591,0.028,0.029
1592,0.028,0.044
1593,0.032,0.041
1594,0.031,0.041
1595,0.033,0.049
1596,0.024,0.04
1597,0.027,0.035
1598,0.027,0.04
1599,0.025,0.036
1600,0.029,0.041
1601,0.023,0.03
1602,0.028,0.045
1603,0.027,0.044
1604,0.029,0.043
1605,0.025,0.039
1606,0.029,0.041
1607,0.029,0.041
1608,0.025,0.037
1609,0.023,0.046
1610,0.03,0.045
1611,0.028,0.046
1612,0.032,0.044
1613,0.025,0.033
1614,0.031,0.048
1615,0.031,0.039
1616,0.032,0.044
1617,0.028,0.032
1618,0.03,0.038
1619,0.028,0.043
1620,0.032,0.028
1621,0.028,0.036
1622,0.031,0.044
1623,0.023,0.038
1624,0.024,0.035
1625,0.03,0.038
1626,0.029,0.038
1627,0.028,0.04
1628,0.034,0.046
1629,0.024,0.039
1630,0.028,0.039
1631,0.03,0.036
1632,0.027,0.036
1633,0.032,0.041
1634,0.026,0.043
1635,0.032,0.043
1636,0.024,0.032
1637,0.029,0.042
1638,0.025,0.027
1639,0.028,0.038
1640,0.03,0.045
1641,0.027,0.047
1642,0.032,0.041
1643,0.03,0.041
1644,0.032,0.04
1645,0.025,0.044
1646,0.03,0.043
1647,0.032,0.043
1648,0.024,0.04
1649,0.031,0.047
1650,0.023,0.042
1651,0.029,0.033
1652,0.035,0.046
1653,0.028,0.037
1654,0.028,0.036
1655,0.03,0.035
1656,0.025,0.044
1657,0.025,0.043
1658,0.026,0.037
1659,0.031,0.038
1660,0.023,0.04
1661,0.026,0.04
1662,0.031,0.044
1663,0.028,0.039
1664,0.028,0.04
1665,0.033,0.043
1666,0.026,0.037
1667,0.029,0.043
1668,0.025,0.037
1669,0.025,0.04
1670,0.033,0.048
1671,0.031,0.049
1672,0.029,0.038
1673,0.027,0.038
1674,0.025,0.033
1675,0.029,0.043
1676,0.026,0.042
1677,0.031,0.038
1678,0.026,0.044
1679,0.033,0.04
1680,0.036,0.057
1681,0.034,0.046
1682,0.031,0.046
1683,0.023,0.039
1684,0.033,0.037
1685,0.032,0.045
1686,0.03,0.04
1687,0.03,0.043
1688,0.03,0.038
1689,0.031,0.042
1690,0.032,0.037
1691,0.033,0.034
1692,0.024,0.034
1693,0.029,0.037
1694,0.027,0.033
1695,0.028,0.043
1696,0.029,0.04
1697,0.029,0.034
1698,0.031,0.039
1699,0.028,0.035
1700,0.026,0.04
1701,0.025,0.04
1702,0.036,0.044
1703,0.027,0.038
1704,0.023,0.037
1705,0.038,0.047
1706,0.023,0.036
1707,0.028,0.033
1708,0.032,0.052
1709,0.025,0.045
1710,0.026,0.039
1711,0.023,0.04
1712,0.028,0.036
1713,0.025,0.04
1714,0.028,0.04
1715,0.032,0.049
1716,0.031,0.054
1717,0.023,0.038
1718,0.026,0.037
1719,0.029,0.038
1720,0.024,0.041
1721,0.028,0.035
1722,0.03,0.033
1723,0.027,0.043
1724,0.028,0.035
1725,0.026,0.044
1726,0.028,0.043
1727,0.022,0.035
1728,0.025,0.03
1729,0.026,0.034
1730,0.036,0.037
1731,0.024,0.04
1732,0.028,0.038
1733,0.029,0.045
1734,0.032,0.045
1735,0.026,0.038
1736,0.036,0.037
1737,0.027,0.035
1738,0.025,0.045
1739,0.028,0.042
1740,0.027,0.037
1741,0.03,0.036
1742,0.024,0.033
1743,0.026,0.036
1744,0.034,0.039
1745,0.026,0.026
1746,0.03,0.039
1747,0.026,0.035
1748,0.031,0.04
1749,0.025,0.036
1750,0.026,0.04
1751,0.027,0.044
1752,0.024,0.041
1753,0.03,0.049
1754,0.03,0.046
1755,0.027,0.037
1756,0.027,0.033
1757,0.032,0.036
1758,0.024,0.044
1759,0.026,0.035
1760,0.035,0.036
1761,0.024,0.036
1762,0.035,0.036
1763,0.025,0.036
1764,0.029,0.036
1765,0.033,0.052
1766,0.026,0.034
1767,0.03,0.038
1768,0.031,0.037
1769,0.028,0.032
1770,0.026,0.032
1771,0.032,0.028
1772,0.033,0.043
1773,0.031,0.042
1774,0.035,0.044
1775,0.035,0.04
1776,0.027,0.037
1777,0.024,0.043
1778,0.033,0.047
1779,0.029,0.043
1780,0.03,0.034
1781,0.021,0.039
1782,0.029,0.041
1783,0.028,0.042
1784,0.036,0.039
1785,0.028,0.047
1786,0.028,0.035
1787,0.027,0.032
1788,0.026,0.042
1789,0.029,0.048
1790,0.035,0.037
1791,0.034,0.045
1792,0.031,0.039
1793,0.03,0.039
1794,0.026,0.038
1795,0.023,0.04
1796,0.03,0.041
1797,0.022,0.039
1798,0.036,0.04
1799,0.033,0.04
1800,0.028,0.043
1801,0.027,0.043
1802,0.032,0.037
1803,0.03,0.037
1804,0.027,0.041
1805,0.027,0.045
1806,0.031,0.037
1807,0.029,0.043
1808,0.028,0.04
1809,0.025,0.034
1810,0.028,0.038
1811,0.027,0.042
1812,0.026,0.043
1813,0.026,0.038
1814,0.022,0.041
1815,0.03,0.038
1816,0.023,0.041
1817,0.034,0.041
1818,0.029,0.047
1819,0.027,0.04
1820,0.02,0.041
1821,0.031,0.039
1822,0.025,0.04
1823,0.03,0.034
1824,0.034,0.043
1825,0.024,0.035
1826,0.024,0.031
1827,0.03,0.038
1828,0.025,0.038
1829,0.034,0.038
1830,0.028,0.035
1831,0.031,0.042
1832,0.026,0.043
1833,0.027,0.041
1834,0.027,0.036
1835,0.028,0.035
1836,0.025,0.042
1837,0.033,0.032
1838,0.029,0.041
1839,0.023,0.038
1840,0.03,0.04
1841,0.023,0.033
1842,0.026,0.036
1843,0.028,0.04
1844,0.027,0.034
1845,0.03,0.043
1846,0.028,0.037
1847,0.027,0.041
1848,0.027,0.041
1849,0.03,0.034
1850,0.026,0.043
1851,0.024,0.038
1852,0.032,0.038
1853,0.028,0.043
1854,0.024,0.043
1855,0.03,0.036
1856,0.032,0.044
1857,0.027,0.036
1858,0.029,0.033
1859,0.025,0.035
1860,0.031,0.041
1861,0.028,0.036
1862,0.03,0.043
1863,0.029,0.037
1864,0.025,0.036
1865,0.028,0.036
1866,0.028,0.04
1867,0.028,0.041
1868,0.033,0.038
1869,0.028,0.049
1870,0.027,0.033
1871,0.026,0.041
1872,0.027,0.035
1873,0.022,0.044
1874,0.023,0.039
1875,0.025,0.042
1876,0.03,0.033
1877,0.022,0.033
1878,0.029,0.037
1879,0.027,0.037
1880,0.031,0.038
1881,0.031,0.037
1882,0.026,0.034
1883,0.027,0.046
1884,0.025,0.04
1885,0.027,0.04
1886,0.029,0.043
1887,0.027,0.039
1888,0.026,0.039
1889,0.031,0.039
1890,0.029,0.034
1891,0.035,0.04
1892,0.03,0.037
1893,0.03,0.04
1894,0.03,0.034
1895,0.028,0.034
1896,0.029,0.042
1897,0.028,0.04
1898,0.031,0.042
1899,0.022,0.032
1900,0.024,0.033
1901,0.035,0.041
1902,0.025,0.036
1903,0.027,0.032
1904,0.031,0.042
1905,0.028,0.03
1906,0.027,0.04
1907,0.027,0.042
1908,0.032,0.038
1909,0.029,0.038
1910,0.028,0.043
1911,0.025,0.035
1912,0.027,0.04
1913,0.037,0.047
1914,0.025,0.042
1915,0.025,0.047
1916,0.025,0.042
1917,0.023,0.036
1918,0.02,0.041
1919,0.023,0.035
1920,0.029,0.045
1921,0.024,0.036
1922,0.028,0.039
1923,0.024,0.036
1924,0.025,0.042
1925,0.029,0.039
1926,0.024,0.039
1927,0.027,0.042
1928,0.031,0.039
1929,0.031,0.047
1930,0.035,0.044
1931,0.024,0.034
1932,0.029,0.039
1933,0.03,0.045
1934,0.023,0.042
1935,0.025,0.036
1936,0.03,0.033
1937,0.03,0.04
1938,0.026,0.036
1939,0.03,0.033
1940,0.029,0.04
1941,0.035,0.048
1942,0.029,0.042
1943,0.029,0.034
1944,0.035,0.034
1945,0.031,0.041
1946,0.028,0.035
1947,0.028,0.047
1948,0.032,0.035
1949,0.034,0.038
1950,0.035,0.054
1951,0.033,0.04
1952,0.026,0.038
1953,0.028,0.036
1954,0.026,0.041
1955,0.036,0.038
1956,0.027,0.045
1957,0.025,0.03
1958,0.023,0.043
1959,0.032,0.033
1960,0.03,0.046
1961,0.032,0.04
1962,0.028,0.04
1963,0.033,0.049
1964,0.024,0.035
1965,0.031,0.047
1966,0.03,0.034
1967,0.024,0.035
1968,0.033,0.045
1969,0.026,0.033
1970,0.027,0.047
1971,0.032,0.032
1972,0.024,0.034
1973,0.031,0.04
1974,0.03,0.039
1975,0.028,0.044
1976,0.03,0.041
1977,0.035,0.048
1978,0.026,0.042
1979,0.023,0.041
1980,0.022,0.029
1981,0.03,0.037
1982,0.028,0.038
1983,0.028,0.05
1984,0.025,0.033
1985,0.027,0.043
1986,0.028,0.033
1987,0.027,0.041
1988,0.025,0.044
1989,0.028,0.033
1990,0.03,0.037
1991,0.025,0.039
1992,0.032,0.039
1993,0.028,0.049
1994,0.028,0.045
1995,0.027,0.03
1996,0.03,0.045
1997,0.038,0.039
1998,0.023,0.035
1999,0.028,0.044
2000,0.024,0.036
2001,0.031,0.041
2002,0.023,0.034
2003,0.029,0.036
2004,0.023,0.038
2005,0.024,0.042
2006,0.029,0.038
2007,0.032,0.034
2008,0.023,0.032
2009,0.025,0.04
2010,0.028,0.037
2011,0.023,0.04
2012,0.03,0.044
2013,0.032,0.035
2014,0.034,0.038
2015,0.035,0.037
2016,0.024,0.045
2017,0.024,0.03
2018,0.025,0.038
2019,0.03,0.038
2020,0.023,0.036
2021,0.026,0.039
2022,0.023,0.034
2023,0.027,0.043
2024,0.03,0.037
2025,0.033,0.038
2026,0.03,0.041
2027,0.034,0.054
2028,0.032,0.042
2029,0.028,0.04
2030,0.025,0.041
2031,0.031,0.041
2032,0.034,0.039
2033,0.027,0.042
2034,0.027,0.041
2035,0.031,0.04
2036,0.028,0.044
2037,0.029,0.038
2038,0.022,0.034
2039,0.03,0.044
2040,0.037,0.042
2041,0.029,0.043
2042,0.023,0.038
2043,0.029,0.038
2044,0.03,0.03
2045,0.028,0.042
2046,0.025,0.038
2047,0.03,0.04
2048,0.023,0.034
2049,0.03,0.036
2050,0.032,0.036
2051,0.031,0.051
2052,0.031,0.033
2053,0.029,0.045
2054,0.031,0.04
2055,0.024,0.036
2056,0.03,0.036
2057,0.026,0.05
2058,0.029,0.039
2059,0.023,0.037
2060,0.028,0.042
2061,0.029,0.036
2062,0.028,0.031
2063,0.029,0.033
2064,0.026,0.036
2065,0.022,0.037
2066,0.025,0.039
2067,0.036,0.049
2068,0.029,0.037
2069,0.029,0.036
2070,0.026,0.037
2071,0.028,0.038
2072,0.031,0.043
2073,0.028,0.036
2074,0.026,0.035
2075,0.029,0.037
2076,0.029,0.045
2077,0.029,0.043
2078,0.027,0.041
2079,0.026,0.035
2080,0.029,0.04
2081,0.028,0.044
2082,0.028,0.034
2083,0.028,0.041
2084,0.029,0.043
2085,0.025,0.037
2086,0.03,0.043
2087,0.028,0.038
2088,0.029,0.043
2089,0.03,0.042
2090,0.028,0.047
2091,0.03,0.034
2092,0.023,0.031
2093,0.03,0.041
2094,0.036,0.042
2095,0.026,0.041
2096,0.027,0.038
2097,0.036,0.037
2098,0.028,0.039
2099,0.026,0.035
2100,0.025,0.045
2101,0.027,0.036
2102,0.031,0.045
2103,0.026,0.043
2104,0.027,0.038
2105,0.026,0.047
2106,0.026,0.038
2107,0.026,0.04
2108,0.026,0.036
2109,0.026,0.039
2110,0.037,0.038
2111,0.029,0.033
2112,0.035,0.039
2113,0.027,0.041
2114,0.027,0.043
2115,0.029,0.042
2116,0.032,0.039
2117,0.028,0.04
2118,0.025,0.036
2119,0.025,0.037
2120,0.031,0.05
2121,0.031,0.044
2122,0.025,0.039
2123,0.03,0.037
2124,0.032,0.035
2125,0.032,0.035
2126,0.028,0.034
2127,0.027,0.037
2128,0.024,0.043
2129,0.022,0.037
2130,0.032,0.038
2131,0.027,0.041
2132,0.029,0.033
2133,0.024,0.036
2134,0.025,0.035
2135,0.03,0.039
2136,0.027,0.046
2137,0.034,0.034
2138,0.026,0.039
2139,0.03,0.039
2140,0.027,0.036
2141,0.028,0.037
2142,0.024,0.041
2143,0.028,0.04
2144,0.023,0.028
2145,0.032,0.044
2146,0.026,0.041
2147,0.031,0.034
2148,0.03,0.042
2149,0.026,0.045
2150,0.024,0.041
2151,0.029,0.041
2152,0.025,0.043
2153,0.028,0.033
2154,0.025,0.035
2155,0.029,0.037
2156,0.025,0.044
2157,0.03,0.041
2158,0.028,0.038
2159,0.025,0.04
2160,0.032,0.044
2161,0.029,0.037
2162,0.025,0.037
2163,0.029,0.044
2164,0.026,0.034
2165,0.031,0.033
2166,0.028,0.044
2167,0.028,0.038
2168,0.028,0.034
2169,0.026,0.039
2170,0.031,0.041
2171,0.026,0.039
2172,0.029,0.035
2173,0.027,0.034
2174,0.028,0.042
2175,0.029,0.042
2176,0.029,0.042
2177,0.031,0.037
2178,0.033,0.041
2179,0.024,0.033
2180,0.033,0.045
2181,0.033,0.039
2182,0.031,0.045
2183,0.025,0.039
2184,0.028,0.045
2185,0.029,0.036
2186,0.023,0.04
2187,0.029,0.041
2188,0.028,0.042
2189,0.026,0.049
2190,0.035,0.038
2191,0.028,0.036
2192,0.032,0.035
2193,0.022,0.037
2194,0.029,0.041
2195,0.03,0.046
2196,0.027,0.041
2197,0.032,0.038
2198,0.028,0.032
2199,0.026,0.047
2200,0.036,0.039
2201,0.028,0.035
2202,0.027,0.038
2203,0.031,0.042
2204,0.031,0.047
2205,0.031,0.04
2206,0.022,0.041
2207,0.026,0.042
2208,0.029,0.039
2209,0.031,0.037
2210,0.028,0.036
2211,0.032,0.033
2212,0.026,0.039
2213,0.026,0.042
2214,0.024,0.035
2215,0.024,0.034
2216,0.031,0.036
2217,0.029,0.032
2218,0.028,0.033
2219,0.028,0.041
2220,0.028,0.039
2221,0.039,0.046
2222,0.026,0.042
2223,0.025,0.041
2224,0.026,0.046
2225,0.025,0.045
2226,0.032,0.035
2227,0.03,0.041
2228,0.031,0.043
2229,0.029,0.039
2230,0.031,0.035
2231,0.021,0.036
2232,0.023,0.036
2233,0.026,0.04
2234,0.032,0.032
2235,0.027,0.038
2236,0.032,0.034
2237,0.026,0.037
2238,0.029,0.043
2239,0.028,0.038
2240,0.026,0.037
2241,0.033,0.044
2242,0.022,0.037
2243,0.022,0.033
2244,0.032,0.044
2245,0.026,0.038
2246,0.025,0.035
2247,0.028,0.036
2248,0.027,0.045
2249,0.032,0.03
2250,0.027,0.033
2251,0.024,0.036
2252,0.03,0.037
2253,0.027,0.032
2254,0.025,0.031
2255,0.03,0.038
2256,0.028,0.04
2257,0.024,0.039
2258,0.025,0.038
2259,0.03,0.043
2260,0.033,0.046
2261,0.031,0.043
2262,0.023,0.044
2263,0.026,0.032
2264,0.026,0.042
2265,0.022,0.048
2266,0.026,0.036
2267,0.026,0.035
2268,0.029,0.046
2269,0.026,0.04
2270,0.032,0.046
2271,0.025,0.044
2272,0.03,0.045
2273,0.033,0.035
2274,0.028,0.041
2275,0.032,0.042
2276,0.029,0.045
2277,0.033,0.041
2278,0.03,0.043
2279,0.023,0.041
2280,0.028,0.046
2281,0.027,0.043
2282,0.023,0.044
2283,0.026,0.034
2284,0.027,0.044
2285,0.025,0.04
2286,0.025,0.04
2287,0.027,0.043
2288,0.031,0.043
2289,0.026,0.044
2290,0.03,0.036
2291,0.025,0.034
2292,0.024,0.033
2293,0.031,0.038
2294,0.024,0.042
2295,0.032,0.042
2296,0.037,0.044
2297,0.024,0.047
2298,0.027,0.038
2299,0.032,0.037
2300,0.028,0.035
2301,0.026,0.032
2302,0.031,0.037
2303,0.029,0.039
2304,0.025,0.043
2305,0.028,0.034
2306,0.028,0.049
2307,0.03,0.045
2308,0.034,0.04
2309,0.028,0.041
2310,0.025,0.034
2311,0.024,0.037
2312,0.029,0.043
2313,0.033,0.046
2314,0.029,0.037
2315,0.026,0.036
2316,0.034,0.036
2317,0.028,0.044
2318,0.03,0.043
2319,0.032,0.042
2320,0.024,0.035
2321,0.03,0.038
2322,0.024,0.04
2323,0.027,0.035
2324,0.026,0.043
2325,0.023,0.034
2326,0.031,0.038
2327,0.034,0.044
2328,0.028,0.043
2329,0.026,0.04
2330,0.028,0.041
2331,0.03,0.037
2332,0.027,0.044
2333,0.033,0.054
2334,0.024,0.045
2335,0.026,0.037
2336,0.024,0.04
2337,0.032,0.038
2338,0.031,0.041
2339,0.032,0.037
2340,0.023,0.034
2341,0.027,0.038
2342,0.027,0.032
2343,0.029,0.037
2344,0.028,0.043
2345,0.029,0.034
2346,0.035,0.043
2347,0.025,0.042
2348,0.027,0.041
2349,0.025,0.039
2350,0.023,0.04
2351,0.022,0.035
2352,0.031,0.042
2353,0.027,0.041
2354,0.028,0.039
2355,0.032,0.04
2356,0.024,0.038
2357,0.027,0.037
2358,0.033,0.044
2359,0.033,0.037
2360,0.023,0.038
2361,0.031,0.044
2362,0.032,0.036
2363,0.031,0.038
2364,0.036,0.04
2365,0.028,0.037
2366,0.034,0.039
2367,0.024,0.038
2368,0.029,0.041
2369,0.029,0.044
2370,0.028,0.042
2371,0.031,0.04
2372,0.028,0.039
2373,0.031,0.037
2374,0.033,0.04
2375,0.028,0.039
2376,0.032,0.032
2377,0.028,0.041
2378,0.022,0.042
2379,0.03,0.04
2380,0.033,0.04
2381,0.027,0.05
2382,0.024,0.047
2383,0.032,0.037
2384,0.031,0.039
2385,0.03,0.044
2386,0.023,0.04
2387,0.027,0.039
2388,0.025,0.037
2389,0.025,0.031
2390,0.026,0.042
2391,0.025,0.044
2392,0.026,0.035
2393,0.028,0.041
2394,0.029,0.038
2395,0.023,0.037
2396,0.031,0.044
2397,0.03,0.038
2398,0.027,0.042
2399,0.022,0.044
2400,0.031,0.046
2401,0.029,0.032
2402,0.032,0.04
2403,0.029,0.042
2404,0.028,0.035
2405,0.036,0.044
2406,0.026,0.037
2407,0.034,0.042
2408,0.029,0.038
2409,0.026,0.041
2410,0.034,0.028
2411,0.025,0.038
2412,0.027,0.041
2413,0.024,0.04
2414,0.031,0.041
2415,0.033,0.034
2416,0.029,0.04
2417,0.031,0.035
2418,0.032,0.043
2419,0.028,0.04
2420,0.024,0.032
2421,0.025,0.039
2422,0.026,0.035
2423,0.025,0.033
2424,0.03,0.041
2425,0.026,0.042
2426,0.028,0.04
2427,0.026,0.048
2428,0.027,0.04
2429,0.026,0.036
2430,0.028,0.036
2431,0.029,0.037
2432,0.03,0.037
2433,0.029,0.039
2434,0.024,0.041
2435,0.026,0.048
2436,0.03,0.047
2437,0.024,0.041
2438,0.031,0.038
2439,0.029,0.044
2440,0.027,0.048
2441,0.025,0.035
2442,0.026,0.038
2443,0.024,0.036
2444,0.027,0.041
2445,0.024,0.035
2446,0.033,0.035
2447,0.029,0.038
2448,0.028,0.036
2449,0.022,0.038
2450,0.032,0.04
2451,0.026,0.037
2452,0.029,0.038
2453,0.03,0.037
2454,0.034,0.036
2455,0.024,0.039
2456,0.023,0.031
2457,0.037,0.041
2458,0.025,0.045
2459,0.032,0.045
2460,0.027,0.039
2461,0.027,0.041
2462,0.033,0.041
2463,0.023,0.035
2464,0.028,0.038
2465,0.028,0.039
2466,0.031,0.049
2467,0.032,0.046
2468,0.036,0.036
2469,0.032,0.047
2470,0.033,0.047
2471,0.034,0.034
2472,0.029,0.036
2473,0.028,0.038
2474,0.026,0.041
2475,0.024,0.036
2476,0.03,0.037
2477,0.023,0.038
2478,0.029,0.041
2479,0.03,0.043
2480,0.024,0.039
2481,0.029,0.044
2482,0.028,0.045
2483,0.028,0.038
2484,0.025,0.044
2485,0.03,0.04
2486,0.025,0.037
2487,0.036,0.052
2488,0.029,0.035
2489,0.031,0.032
2490,0.027,0.035
2491,0.032,0.039
2492,0.036,0.038
2493,0.026,0.045
2494,0.028,0.042
2495,0.028,0.045
2496,0.03,0.047
2497,0.03,0.04
2498,0.033,0.046
2499,0.029,0.042
2500,0.028,0.032
2501,0.03,0.047
2502,0.032,0.038
2503,0.023,0.039
2504,0.029,0.04
2505,0.027,0.043
2506,0.029,0.038
2507,0.027,0.04
2508,0.024,0.04
2509,0.03,0.047
2510,0.029,0.04
2511,0.031,0.04
2512,0.028,0.038
2513,0.032,0.035
2514,0.032,0.041
2515,0.029,0.042
2516,0.027,0.045
2517,0.027,0.035
2518,0.028,0.033
2519,0.028,0.038
2520,0.031,0.041
2521,0.027,0.044
2522,0.025,0.037
2523,0.021,0.039
2524,0.03,0.041
2525,0.029,0.034
2526,0.032,0.045
2527,0.029,0.041
2528,0.033,0.041
2529,0.024,0.04
2530,0.029,0.044
2531,0.033,0.046
2532,0.038,0.044
2533,0.03,0.038
2534,0.03,0.045
2535,0.03,0.042
2536,0.035,0.052
2537,0.022,0.037
2538,0.028,0.04
2539,0.027,0.035
2540,0.03,0.046
2541,0.025,0.038
2542,0.025,0.04
2543,0.028,0.04
2544,0.028,0.041
2545,0.025,0.039
2546,0.029,0.025
2547,0.03,0.037
2548,0.036,0.04
2549,0.03,0.039
2550,0.034,0.043
2551,0.028,0.032
2552,0.026,0.042
2553,0.028,0.036
2554,0.029,0.049
2555,0.032,0.039
2556,0.024,0.039
2557,0.025,0.036
2558,0.029,0.039
2559,0.025,0.031
2560,0.031,0.041
2561,0.03,0.037
2562,0.027,0.043
2563,0.027,0.034
2564,0.034,0.043
2565,0.026,0.038
2566,0.028,0.048
2567,0.032,0.043
2568,0.033,0.029
2569,0.026,0.043
2570,0.021,0.048
2571,0.024,0.032
2572,0.032,0.034
2573,0.031,0.04
2574,0.038,0.038
2575,0.029,0.039
2576,0.028,0.035
2577,0.033,0.032
2578,0.028,0.042
2579,0.027,0.032
2580,0.025,0.035
2581,0.03,0.036
2582,0.031,0.039
2583,0.027,0.037
2584,0.037,0.039
2585,0.025,0.037
2586,0.03,0.034
2587,0.028,0.042
2588,0.031,0.04
2589,0.032,0.04
2590,0.034,0.037
2591,0.028,0.029
2592,0.028,0.04
2593,0.029,0.041
2594,0.029,0.029
2595,0.026,0.04
2596,0.03,0.04
2597,0.031,0.043
2598,0.028,0.044
2599,0.031,0.036
2600,0.03,0.041
2601,0.026,0.03
2602,0.025,0.037
2603,0.032,0.051
2604,0.027,0.042
2605,0.032,0.034
