0,0.058,0.069
1,0.066,0.082
2,0.061,0.069
3,0.048,0.045
4,0.054,0.07
5,0.04,0.046
6,0.041,0.056
7,0.048,0.053
8,0.036,0.048
9,0.047,0.054
10,0.034,0.048
11,0.034,0.046
12,0.045,0.055
13,0.039,0.039
14,0.026,0.038
15,0.033,0.043
16,0.046,0.057
17,0.033,0.043
18,0.033,0.048
19,0.026,0.037
20,0.039,0.04
21,0.034,0.046
22,0.032,0.048
23,0.032,0.044
24,0.026,0.046
25,0.041,0.052
26,0.029,0.042
27,0.033,0.043
28,0.03,0.04
29,0.037,0.046
30,0.031,0.042
31,0.033,0.037
32,0.033,0.043
33,0.034,0.045
34,0.033,0.042
35,0.033,0.059
36,0.027,0.04
37,0.026,0.037
38,0.032,0.045
39,0.03,0.041
40,0.031,0.045
41,0.037,0.051
42,0.034,0.035
43,0.032,0.05
44,0.033,0.038
45,0.027,0.035
46,0.035,0.042
47,0.036,0.039
48,0.032,0.038
49,0.027,0.043
50,0.036,0.048
51,0.036,0.046
52,0.041,0.046
53,0.036,0.039
54,0.033,0.044
55,0.031,0.042
56,0.029,0.041
57,0.03,0.039
58,0.033,0.046
59,0.026,0.034
60,0.029,0.037
61,0.031,0.045
62,0.028,0.037
63,0.032,0.045
64,0.026,0.043
65,0.032,0.037
66,0.032,0.042
67,0.031,0.046
68,0.028,0.04
69,0.035,0.042
70,0.027,0.042
71,0.036,0.044
72,0.031,0.038
73,0.033,0.05
74,0.028,0.04
75,0.027,0.033
76,0.027,0.039
77,0.026,0.047
78,0.032,0.052
79,0.031,0.04
80,0.033,0.036
81,0.032,0.044
82,0.028,0.032
83,0.028,0.04
84,0.026,0.038
85,0.024,0.04
86,0.032,0.039
87,0.035,0.052
88,0.03,0.042
89,0.029,0.042
90,0.028,0.05
91,0.031,0.043
92,0.033,0.045
93,0.026,0.042
94,0.03,0.037
95,0.026,0.05
96,0.031,0.039
97,0.029,0.038
98,0.028,0.032
99,0.03,0.046
100,0.03,0.041
101,0.031,0.039
102,0.036,0.044
103,0.03,0.032
104,0.033,0.046
105,0.022,0.039
106,0.028,0.045
107,0.032,0.037
108,0.026,0.049
109,0.035,0.041
110,0.032,0.041
111,0.029,0.036
112,0.028,0.042
113,0.028,0.043
114,0.029,0.037
115,0.035,0.052
116,0.025,0.035
117,0.033,0.041
118,0.031,0.042
119,0.028,0.043
120,0.03,0.045
121,0.028,0.04
122,0.035,0.037
123,0.023,0.04
124,0.035,0.034
125,0.026,0.047
126,0.034,0.04
127,0.026,0.041
128,0.028,0.034
129,0.036,0.039
130,0.027,0.047
131,0.029,0.041
132,0.031,0.035
133,0.035,0.047
134,0.031,0.044
135,0.031,0.047
136,0.025,0.044
137,0.028,0.038
138,0.031,0.039
139,0.027,0.034
140,0.031,0.043
141,0.032,0.045
142,0.029,0.041
143,0.025,0.034
144,0.028,0.041
145,0.029,0.043
146,0.03,0.044
147,0.031,0.048
148,0.033,0.05
149,0.031,0.041
150,0.028,0.044
151,0.029,0.037
152,0.025,0.038
153,0.031,0.046
154,0.031,0.043
155,0.034,0.047
156,0.029,0.041
157,0.031,0.041
158,0.031,0.045
159,0.024,0.039
160,0.028,0.04
161,0.026,0.044
162,0.031,0.043
163,0.027,0.043
164,0.032,0.034
165,0.033,0.047
166,0.029,0.041
167,0.025,0.035
168,0.037,0.044
169,0.024,0.039
170,0.04,0.047
171,0.033,0.046
172,0.024,0.038
173,0.026,0.04
174,0.025,0.034
175,0.03,0.039
176,0.031,0.052
177,0.028,0.036
178,0.028,0.034
179,0.031,0.037
180,0.029,0.045
181,0.028,0.038
182,0.026,0.031
183,0.026,0.035
184,0.027,0.043
185,0.027,0.043
186,0.02,0.04
187,0.023,0.039
188,0.03,0.044
189,0.026,0.044
190,0.027,0.044
191,0.028,0.035
192,0.026,0.032
193,0.037,0.037
194,0.026,0.037
195,0.034,0.047
196,0.032,0.048
197,0.027,0.039
198,0.038,0.045
199,0.023,0.037
200,0.021,0.039
201,0.027,0.042
202,0.029,0.044
203,0.026,0.043
204,0.027,0.034
205,0.024,0.044
206,0.031,0.048
207,0.034,0.036
208,0.027,0.035
209,0.023,0.04
210,0.029,0.048
211,0.027,0.041
212,0.03,0.044
213,0.032,0.035
214,0.024,0.037
215,0.033,0.053
216,0.027,0.035
217,0.039,0.048
218,0.026,0.037
219,0.028,0.035
220,0.035,0.034
221,0.025,0.037
222,0.029,0.043
223,0.036,0.038
224,0.034,0.048
225,0.029,0.04
226,0.031,0.037
227,0.033,0.039
228,0.032,0.041
229,0.035,0.038
230,0.03,0.051
231,0.028,0.041
232,0.029,0.033
233,0.028,0.053
234,0.03,0.031
235,0.027,0.04
236,0.028,0.033
237,0.024,0.036
238,0.023,0.039
239,0.032,0.036
240,0.033,0.042
241,0.028,0.035
242,0.029,0.042
243,0.037,0.045
244,0.031,0.045
245,0.026,0.033
246,0.025,0.037
247,0.022,0.04
248,0.026,0.032
249,0.026,0.037
250,0.03,0.046
251,0.031,0.037
252,0.032,0.048
253,0.027,0.036
254,0.03,0.036
255,0.035,0.046
256,0.032,0.044
257,0.03,0.036
258,0.027,0.035
259,0.031,0.042
260,0.03,0.039
261,0.027,0.043
262,0.029,0.037
263,0.029,0.043
264,0.028,0.045
265,0.03,0.036
266,0.023,0.041
267,0.028,0.046
268,0.03,0.044
269,0.025,0.034
270,0.03,0.04
271,0.023,0.033
272,0.032,0.041
273,0.028,0.038
274,0.028,0.035
275,0.029,0.038
276,0.026,0.036
277,0.033,0.037
278,0.026,0.043
279,0.033,0.038
280,0.023,0.038
281,0.029,0.047
282,0.029,0.038
283,0.028,0.033
284,0.027,0.036
285,0.029,0.039
286,0.03,0.042
287,0.033,0.045
288,0.03,0.038
289,0.025,0.038
290,0.028,0.049
291,0.026,0.041
292,0.029,0.044
293,0.026,0.036
294,0.028,0.044
295,0.027,0.035
296,0.025,0.042
297,0.027,0.039
298,0.024,0.035
299,0.033,0.05
300,0.028,0.045
301,0.036,0.042
302,0.036,0.037
303,0.034,0.034
304,0.034,0.044
305,0.029,0.044
306,0.026,0.033
307,0.024,0.043
308,0.038,0.042
309,0.028,0.04
310,0.035,0.048
311,0.023,0.031
312,0.028,0.039
313,0.032,0.042
314,0.023,0.039
315,0.036,0.035
316,0.026,0.033
