0,0.843,0.836
1,0.871,0.849
2,0.844,0.837
3,0.845,0.841
4,0.867,0.864
5,0.865,0.871
6,0.864,0.834
7,0.868,0.849
8,0.854,0.87
9,0.862,0.851
10,0.866,0.855
11,0.864,0.85
12,0.88,0.876
13,0.827,0.821
14,0.878,0.874
15,0.843,0.824
16,0.89,0.861
17,0.848,0.832
18,0.875,0.877
19,0.86,0.842
20,0.87,0.859
21,0.872,0.882
22,0.865,0.838
23,0.857,0.835
24,0.853,0.842
25,0.871,0.869
26,0.846,0.838
27,0.84,0.808
28,0.87,0.862
29,0.857,0.838
30,0.855,0.84
31,0.85,0.844
32,0.862,0.842
33,0.836,0.81
34,0.859,0.857
35,0.867,0.854
36,0.86,0.851
37,0.857,0.851
38,0.833,0.826
39,0.863,0.84
40,0.867,0.862
41,0.881,0.873
42,0.854,0.859
43,0.849,0.842
44,0.853,0.843
45,0.867,0.856
46,0.866,0.86
47,0.871,0.855
48,0.869,0.86
49,0.851,0.838
50,0.844,0.841
51,0.843,0.836
52,0.871,0.853
53,0.827,0.793
54,0.879,0.873
55,0.853,0.86
56,0.873,0.851
57,0.878,0.864
58,0.866,0.842
59,0.86,0.844
60,0.875,0.849
61,0.869,0.857
62,0.881,0.854
63,0.875,0.879
64,0.874,0.862
65,0.848,0.842
66,0.844,0.832
67,0.878,0.868
68,0.835,0.845
69,0.866,0.864
70,0.851,0.848
71,0.863,0.867
72,0.88,0.835
73,0.863,0.847
74,0.874,0.852
75,0.865,0.849
76,0.876,0.877
77,0.855,0.842
78,0.887,0.873
79,0.88,0.87
80,0.851,0.86
81,0.833,0.831
82,0.865,0.866
83,0.869,0.865
84,0.868,0.864
85,0.838,0.816
86,0.879,0.871
87,0.877,0.871
88,0.881,0.864
89,0.866,0.86
90,0.878,0.863
91,0.863,0.859
92,0.859,0.864
93,0.878,0.867
94,0.858,0.845
95,0.873,0.859
96,0.859,0.84
97,0.856,0.85
98,0.854,0.865
99,0.874,0.842
100,0.854,0.839
101,0.862,0.868
