Epoch,Train Error,Test Error
1360,0.004,0.005
1361,0.002,0.003
1362,0.002,0.006
1363,0.002,0.008
1364,0.006,0.006
1365,0.002,0.006
1366,0.004,0.006
1367,0.004,0.004
1368,0.004,0.003
1369,0.002,0.006
1370,0.005,0.007
1371,0.006,0.005
1372,0.004,0.004
1373,0.005,0.006
1374,0.004,0.005
1375,0.003,0.006
1376,0.002,0.008
1377,0.004,0.007
1378,0.002,0.007
1379,0.005,0.006
1380,0.006,0.007
1381,0.005,0.005
1382,0.002,0.004
1383,0.004,0.007
1384,0.003,0.007
1385,0.004,0.005
1386,0.003,0.005
1387,0.002,0.003
1388,0.004,0.005
1389,0.004,0.006
1390,0.005,0.007
1391,0.003,0.006
1392,0.004,0.005
1393,0.003,0.005
1394,0.004,0.006
1395,0.004,0.004
1396,0.002,0.006
1397,0.004,0.005
1398,0.002,0.006
1399,0.006,0.008
1400,0.001,0.006
1401,0.006,0.002
1402,0.002,0.004
1403,0.002,0.006
1404,0.004,0.006
1405,0.002,0.003
1406,0.004,0.004
1407,0.002,0.006
1408,0.0,0.007
1409,0.003,0.006
1410,0.002,0.007
1411,0.006,0.003
1412,0.004,0.003
1413,0.002,0.005
1414,0.004,0.003
1415,0.004,0.011
1416,0.002,0.005
1417,0.001,0.007
1418,0.002,0.005
1419,0.004,0.007
1420,0.006,0.007
1421,0.004,0.007
1422,0.006,0.007
1423,0.004,0.009
1424,0.0,0.008
1425,0.0,0.008
1426,0.0,0.008
1427,0.0,0.008
1428,0.0,0.008
1429,0.0,0.008
1430,0.0,0.008
1431,0.0,0.008
1432,0.0,0.008
1433,0.0,0.008
1434,0.0,0.008
1435,0.0,0.008
1436,0.0,0.008
1437,0.0,0.008
1438,0.0,0.008
1439,0.0,0.008
1440,0.0,0.008
1441,0.0,0.008
1442,0.0,0.008
1443,0.0,0.008
1444,0.0,0.008
1445,0.0,0.008
1446,0.0,0.008
1447,0.0,0.008
1448,0.0,0.008
1449,0.0,0.008
1450,0.0,0.008
1451,0.0,0.008
1452,0.0,0.008
1453,0.0,0.008
1454,0.0,0.008
1455,0.0,0.008
1456,0.0,0.008
1457,0.0,0.008
1458,0.0,0.008
1459,0.0,0.008
1460,0.0,0.008
1461,0.0,0.008
1462,0.0,0.008
1463,0.0,0.008
1464,0.0,0.008
1465,0.0,0.008
1466,0.0,0.008
1467,0.0,0.008
1468,0.0,0.008
1469,0.0,0.008
1470,0.0,0.008
1471,0.0,0.008
1472,0.0,0.008
1473,0.0,0.008
1474,0.0,0.008
